Object nr 2,Lap Nr:,Nr. of Corners,Corner 1,x,y
,800,2,C 1,49,90,C 2,49,80
,1600,2,C 1,19,78,C 2,19,89
,2400,2,C 1,16,89,C 2,20,78
,3200,2,C 1,16,89,C 2,20,78
,4000,2,C 1,16,89,C 2,20,78
,4800,2,C 1,16,89,C 2,20,78
,5600,2,C 1,16,89,C 2,20,78
,6400,2,C 1,16,89,C 2,20,78
,7200,2,C 1,16,89,C 2,20,78
,8000,2,C 1,16,89,C 2,20,78
