Object nr 2,Lap Nr:,Nr. of Corners,Corner 1,x,y
,800,17,C 1,28,38,C 2,14,43,C 3,29,53,C 4,12,83,C 5,10,59,C 6,10,28,C 7,32,68,C 8,32,82,C 9,12,9,C 10,10,70,C 11,34,9,C 12,19,65,C 13,27,27,C 14,19,54,C 15,23,11,C 16,36,92,C 17,21,89
,1600,17,C 1,28,38,C 2,28,53,C 3,14,43,C 4,10,28,C 5,10,59,C 6,12,83,C 7,34,65,C 8,32,82,C 9,12,10,C 10,34,10,C 11,11,71,C 12,27,27,C 13,24,70,C 14,24,15,C 15,36,94,C 16,8,94,C 17,21,88
,2400,15,C 1,28,38,C 2,28,53,C 3,14,43,C 4,10,28,C 5,10,59,C 6,11,76,C 7,31,68,C 8,33,82,C 9,12,90,C 10,19,65,C 11,10,10,C 12,34,10,C 13,27,26,C 14,36,94,C 15,24,15
,3200,18,C 1,28,38,C 2,14,43,C 3,29,53,C 4,12,83,C 5,10,64,C 6,32,82,C 7,32,68,C 8,10,28,C 9,12,10,C 10,26,10,C 11,19,54,C 12,21,89,C 13,33,27,C 14,36,8,C 15,18,71,C 16,36,94,C 17,8,94,C 18,19,23
,4000,16,C 1,27,38,C 2,28,53,C 3,14,43,C 4,13,79,C 5,12,65,C 6,32,82,C 7,11,54,C 8,32,68,C 9,32,29,C 10,22,8,C 11,12,27,C 12,12,91,C 13,12,8,C 14,34,8,C 15,23,62,C 16,39,91
,4800,16,C 1,27,38,C 2,14,43,C 3,28,53,C 4,13,72,C 5,32,82,C 6,13,86,C 7,11,54,C 8,32,68,C 9,32,29,C 10,10,30,C 11,22,8,C 12,12,8,C 13,34,8,C 14,23,62,C 15,39,91,C 16,22,29
,5600,17,C 1,27,38,C 2,9,31,C 3,33,72,C 4,29,53,C 5,11,54,C 6,14,43,C 7,11,76,C 8,19,86,C 9,16,13,C 10,35,91,C 11,19,65,C 12,25,78,C 13,26,13,C 14,39,13,C 15,2,13,C 16,32,29,C 17,18,23
