Object nr 4,Lap Nr:,Nr. of Corners,Corner 1,x,y
,800,11,C 1,27,32,C 2,17,53,C 3,26,7,C 4,11,33,C 5,13,7,C 6,25,61,C 7,11,88,C 8,22,88,C 9,35,89,C 10,18,21,C 11,25,76
,1600,10,C 1,27,32,C 2,11,25,C 3,17,53,C 4,26,7,C 5,25,61,C 6,12,7,C 7,11,88,C 8,22,88,C 9,35,89,C 10,25,76
,2400,11,C 1,17,53,C 2,27,32,C 3,11,33,C 4,26,7,C 5,13,7,C 6,25,61,C 7,11,88,C 8,35,89,C 9,22,88,C 10,18,21,C 11,25,76
,3200,11,C 1,17,53,C 2,27,32,C 3,26,7,C 4,13,7,C 5,11,26,C 6,25,61,C 7,11,88,C 8,22,88,C 9,35,89,C 10,25,76,C 11,22,18
,4000,11,C 1,27,32,C 2,17,53,C 3,11,33,C 4,26,7,C 5,13,7,C 6,25,61,C 7,11,88,C 8,35,89,C 9,22,88,C 10,18,21,C 11,25,77
,4800,10,C 1,18,52,C 2,27,32,C 3,10,26,C 4,26,7,C 5,13,7,C 6,25,61,C 7,10,87,C 8,22,87,C 9,35,89,C 10,25,76
,5600,10,C 1,10,26,C 2,27,32,C 3,17,53,C 4,13,7,C 5,26,7,C 6,25,61,C 7,10,87,C 8,35,89,C 9,22,87,C 10,25,76
,6400,10,C 1,27,32,C 2,10,26,C 3,17,53,C 4,26,7,C 5,13,7,C 6,25,61,C 7,10,87,C 8,35,89,C 9,22,87,C 10,25,76
,7200,10,C 1,27,32,C 2,10,26,C 3,17,53,C 4,26,7,C 5,13,7,C 6,25,61,C 7,10,87,C 8,35,89,C 9,21,87,C 10,25,76
,8000,9,C 1,27,32,C 2,17,53,C 3,10,26,C 4,26,7,C 5,13,7,C 6,25,61,C 7,10,87,C 8,35,89,C 9,21,87
