Object nr 3,Lap Nr:,Nr. of Corners,Corner 1,x,y
,800,4,C 1,29,11,C 2,39,11,C 3,37,22,C 4,35,48
,1600,4,C 1,39,11,C 2,29,11,C 3,37,22,C 4,35,48
,2400,4,C 1,39,11,C 2,29,11,C 3,36,24,C 4,35,48
,3200,4,C 1,39,11,C 2,29,11,C 3,35,48,C 4,36,23
,4000,3,C 1,39,11,C 2,37,22,C 3,35,47
,4800,3,C 1,37,22,C 2,30,11,C 3,35,47
,5600,3,C 1,30,11,C 2,37,22,C 3,35,47
,6400,3,C 1,39,11,C 2,37,22,C 3,35,47
,7200,3,C 1,39,11,C 2,37,21,C 3,35,47
,8000,4,C 1,40,11,C 2,30,11,C 3,33,48,C 4,33,23
