Object nr 2,Lap Nr:,Nr. of Corners,Corner 1,x,y
,800,1,C 1,73,83
,1600,1,C 1,73,83
,2400,1,C 1,73,83
,3200,6,C 1,5,30,C 2,51,27,C 3,33,28,C 4,64,25,C 5,80,27,C 6,73,82
,4000,1,C 1,73,82
