Object nr 3,Lap Nr:,Nr. of Corners,Corner 1,x,y
,800,15,C 1,36,45,C 2,18,37,C 3,23,14,C 4,30,76,C 5,20,78,C 6,19,53,C 7,39,82,C 8,20,96,C 9,39,96,C 10,36,32,C 11,19,64,C 12,28,88,C 13,37,57,C 14,39,70,C 15,26,45
,1600,14,C 1,36,45,C 2,18,37,C 3,30,76,C 4,19,53,C 5,23,14,C 6,20,74,C 7,20,96,C 8,39,82,C 9,39,96,C 10,36,32,C 11,19,64,C 12,28,88,C 13,39,70,C 14,37,57
,2400,15,C 1,36,45,C 2,18,37,C 3,23,14,C 4,30,76,C 5,19,53,C 6,20,78,C 7,39,82,C 8,20,96,C 9,39,96,C 10,36,32,C 11,19,64,C 12,39,70,C 13,28,88,C 14,37,57,C 15,26,45
,3200,14,C 1,36,45,C 2,18,37,C 3,19,53,C 4,23,14,C 5,30,76,C 6,20,74,C 7,39,82,C 8,20,96,C 9,39,96,C 10,36,32,C 11,19,64,C 12,28,88,C 13,37,57,C 14,39,70
,4000,15,C 1,36,45,C 2,18,37,C 3,30,76,C 4,32,14,C 5,19,53,C 6,20,74,C 7,20,96,C 8,39,82,C 9,39,96,C 10,36,32,C 11,19,64,C 12,37,57,C 13,39,70,C 14,21,86,C 15,26,45
,4800,14,C 1,36,45,C 2,18,37,C 3,30,76,C 4,23,15,C 5,19,53,C 6,20,74,C 7,20,96,C 8,39,96,C 9,39,82,C 10,36,32,C 11,28,88,C 12,19,64,C 13,37,57,C 14,39,70
,5600,15,C 1,36,45,C 2,18,37,C 3,30,76,C 4,23,15,C 5,19,53,C 6,20,74,C 7,20,96,C 8,39,95,C 9,39,82,C 10,36,32,C 11,37,57,C 12,19,64,C 13,29,88,C 14,39,70,C 15,26,45
,6400,13,C 1,37,46,C 2,19,50,C 3,23,15,C 4,29,77,C 5,19,79,C 6,17,37,C 7,20,96,C 8,38,95,C 9,36,32,C 10,39,83,C 11,19,61,C 12,37,57,C 13,34,67
,7200,15,C 1,36,45,C 2,18,37,C 3,23,15,C 4,19,53,C 5,30,76,C 6,20,75,C 7,20,96,C 8,39,96,C 9,39,82,C 10,36,32,C 11,37,57,C 12,21,86,C 13,19,64,C 14,39,70,C 15,26,45
,8000,14,C 1,23,15,C 2,37,46,C 3,18,37,C 4,19,50,C 5,19,79,C 6,31,76,C 7,20,96,C 8,39,96,C 9,39,82,C 10,19,61,C 11,36,32,C 12,37,57,C 13,39,70,C 14,30,88
,8800,15,C 1,36,45,C 2,23,15,C 3,18,37,C 4,19,53,C 5,30,76,C 6,20,75,C 7,20,96,C 8,39,82,C 9,39,96,C 10,36,32,C 11,37,57,C 12,19,64,C 13,21,86,C 14,39,70,C 15,26,45
,9600,15,C 1,36,45,C 2,23,15,C 3,18,37,C 4,19,53,C 5,19,79,C 6,30,76,C 7,20,96,C 8,39,96,C 9,39,82,C 10,36,32,C 11,37,57,C 12,19,68,C 13,39,70,C 14,31,88,C 15,26,45
,10400,15,C 1,37,46,C 2,23,15,C 3,19,50,C 4,28,77,C 5,17,37,C 6,20,96,C 7,39,78,C 8,39,96,C 9,18,61,C 10,19,83,C 11,36,32,C 12,20,71,C 13,37,57,C 14,34,67,C 15,31,88
,11200,14,C 1,36,45,C 2,23,15,C 3,18,37,C 4,19,53,C 5,31,76,C 6,19,79,C 7,39,96,C 8,20,96,C 9,39,82,C 10,35,32,C 11,19,68,C 12,37,57,C 13,31,88,C 14,39,67
