Object nr 4,Lap Nr:,Nr. of Corners,Corner 1,x,y
,800,14,C 1,49,35,C 2,53,55,C 3,58,108,C 4,38,108,C 5,37,61,C 6,56,70,C 7,47,80,C 8,39,96,C 9,34,50,C 10,53,45,C 11,38,86,C 12,57,85,C 13,37,71,C 14,57,96
,1600,12,C 1,49,35,C 2,55,63,C 3,55,50,C 4,58,108,C 5,37,61,C 6,38,108,C 7,47,80,C 8,38,89,C 9,34,50,C 10,57,74,C 11,57,89,C 12,37,75
,2400,12,C 1,49,35,C 2,55,63,C 3,37,61,C 4,58,108,C 5,38,108,C 6,55,50,C 7,47,80,C 8,57,74,C 9,39,89,C 10,34,50,C 11,57,89,C 12,37,71
,3200,13,C 1,49,35,C 2,37,61,C 3,53,55,C 4,58,108,C 5,38,108,C 6,55,67,C 7,47,80,C 8,38,89,C 9,53,45,C 10,34,50,C 11,57,85,C 12,37,75,C 13,57,96
,4000,12,C 1,49,35,C 2,55,63,C 3,37,61,C 4,58,108,C 5,38,108,C 6,55,51,C 7,47,80,C 8,38,89,C 9,57,74,C 10,35,50,C 11,57,89,C 12,37,75
,4800,12,C 1,49,36,C 2,37,61,C 3,55,63,C 4,58,108,C 5,38,108,C 6,55,50,C 7,47,80,C 8,57,74,C 9,39,89,C 10,35,50,C 11,57,89,C 12,37,72
,5600,12,C 1,41,36,C 2,55,63,C 3,37,61,C 4,58,108,C 5,47,80,C 6,39,107,C 7,55,50,C 8,39,89,C 9,57,74,C 10,35,50,C 11,57,89,C 12,37,72
,6400,13,C 1,49,36,C 2,54,56,C 3,37,61,C 4,39,108,C 5,55,71,C 6,58,109,C 7,49,80,C 8,38,86,C 9,34,50,C 10,38,97,C 11,37,72,C 12,57,86,C 13,57,97
,7200,12,C 1,49,35,C 2,37,61,C 3,55,63,C 4,38,108,C 5,47,80,C 6,58,108,C 7,55,51,C 8,39,89,C 9,34,50,C 10,57,74,C 11,57,89,C 12,37,72
,8000,13,C 1,49,35,C 2,37,61,C 3,54,56,C 4,55,67,C 5,58,108,C 6,38,108,C 7,47,80,C 8,39,89,C 9,34,50,C 10,53,45,C 11,57,82,C 12,37,72,C 13,57,93
,8800,13,C 1,49,35,C 2,37,61,C 3,54,56,C 4,55,67,C 5,58,108,C 6,38,108,C 7,47,80,C 8,39,89,C 9,34,50,C 10,53,45,C 11,57,89,C 12,37,72,C 13,57,78
,9600,13,C 1,49,35,C 2,37,61,C 3,54,56,C 4,58,108,C 5,38,108,C 6,47,80,C 7,55,67,C 8,39,89,C 9,34,50,C 10,53,45,C 11,57,89,C 12,37,72,C 13,57,78
,10400,13,C 1,49,35,C 2,54,56,C 3,37,61,C 4,55,71,C 5,39,108,C 6,58,108,C 7,48,80,C 8,38,86,C 9,34,50,C 10,53,45,C 11,37,72,C 12,38,97,C 13,57,89
,11200,13,C 1,49,35,C 2,37,61,C 3,54,56,C 4,38,108,C 5,58,108,C 6,47,80,C 7,55,71,C 8,38,86,C 9,34,50,C 10,39,96,C 11,53,45,C 12,37,72,C 13,57,89
,12000,13,C 1,49,35,C 2,37,61,C 3,54,56,C 4,38,108,C 5,58,108,C 6,46,80,C 7,55,67,C 8,39,89,C 9,34,50,C 10,53,45,C 11,37,72,C 12,57,89,C 13,57,78
,12800,13,C 1,49,35,C 2,54,56,C 3,37,61,C 4,58,108,C 5,38,108,C 6,55,67,C 7,46,80,C 8,39,89,C 9,34,50,C 10,53,45,C 11,57,89,C 12,37,72,C 13,57,78
,13600,13,C 1,49,35,C 2,54,56,C 3,37,61,C 4,55,67,C 5,58,108,C 6,38,108,C 7,47,80,C 8,39,89,C 9,34,50,C 10,53,45,C 11,37,72,C 12,57,89,C 13,57,78
,14400,13,C 1,49,35,C 2,54,56,C 3,37,61,C 4,38,108,C 5,58,108,C 6,55,71,C 7,47,80,C 8,38,86,C 9,34,50,C 10,39,96,C 11,53,45,C 12,57,89,C 13,37,72
