,15200,13,C 1,49,35,C 2,54,56,C 3,37,61,C 4,55,67,C 5,38,108,C 6,58,108,C 7,47,80,C 8,39,89,C 9,34,50,C 10,53,45,C 11,57,89,C 12,37,72,C 13,57,78
,16000,13,C 1,49,35,C 2,54,56,C 3,37,61,C 4,55,67,C 5,39,108,C 6,58,108,C 7,47,80,C 8,39,89,C 9,34,50,C 10,53,45,C 11,37,72,C 12,57,82,C 13,57,93
,16800,14,C 1,49,35,C 2,37,61,C 3,54,56,C 4,58,108,C 5,39,108,C 6,55,67,C 7,47,80,C 8,38,86,C 9,34,50,C 10,53,45,C 11,38,97,C 12,37,72,C 13,57,82,C 14,57,93
,17600,14,C 1,49,35,C 2,54,56,C 3,37,61,C 4,55,67,C 5,39,108,C 6,58,108,C 7,47,80,C 8,38,86,C 9,34,50,C 10,53,45,C 11,39,96,C 12,37,72,C 13,57,89,C 14,57,78
,18400,13,C 1,49,35,C 2,54,56,C 3,37,61,C 4,58,108,C 5,55,67,C 6,39,108,C 7,48,80,C 8,38,82,C 9,39,93,C 10,34,50,C 11,53,45,C 12,37,72,C 13,57,89
,19200,13,C 1,49,35,C 2,54,56,C 3,37,61,C 4,55,71,C 5,39,108,C 6,58,109,C 7,38,82,C 8,48,80,C 9,39,93,C 10,34,50,C 11,53,45,C 12,37,72,C 13,57,89
,20000,14,C 1,49,35,C 2,54,56,C 3,37,61,C 4,55,67,C 5,39,108,C 6,58,109,C 7,48,80,C 8,38,82,C 9,34,50,C 10,39,93,C 11,37,72,C 12,53,45,C 13,57,86,C 14,57,97
,20800,13,C 1,49,35,C 2,54,56,C 3,37,61,C 4,39,108,C 5,55,71,C 6,58,109,C 7,48,80,C 8,38,82,C 9,39,93,C 10,34,50,C 11,37,72,C 12,53,45,C 13,57,89
,21600,13,C 1,49,35,C 2,54,56,C 3,37,61,C 4,39,108,C 5,58,109,C 6,55,71,C 7,48,80,C 8,38,82,C 9,39,93,C 10,34,50,C 11,37,72,C 12,53,45,C 13,57,89
,22400,12,C 1,49,36,C 2,54,56,C 3,37,61,C 4,39,108,C 5,58,109,C 6,55,67,C 7,48,80,C 8,38,86,C 9,34,50,C 10,38,97,C 11,37,72,C 12,57,89
,23200,12,C 1,49,36,C 2,54,56,C 3,37,61,C 4,39,108,C 5,55,71,C 6,58,109,C 7,48,80,C 8,38,86,C 9,34,50,C 10,38,97,C 11,37,72,C 12,57,86
,24000,13,C 1,49,35,C 2,54,56,C 3,37,61,C 4,39,108,C 5,55,71,C 6,58,109,C 7,48,80,C 8,38,86,C 9,34,50,C 10,38,97,C 11,37,72,C 12,53,45,C 13,57,86
,24800,12,C 1,49,36,C 2,54,56,C 3,37,61,C 4,39,108,C 5,58,109,C 6,55,71,C 7,48,80,C 8,38,82,C 9,34,50,C 10,39,93,C 11,37,72,C 12,57,86
,25600,14,C 1,49,36,C 2,37,61,C 3,54,56,C 4,39,108,C 5,55,71,C 6,58,109,C 7,38,86,C 8,48,80,C 9,35,51,C 10,38,97,C 11,37,72,C 12,53,46,C 13,57,86,C 14,57,97
,26400,14,C 1,49,35,C 2,54,56,C 3,37,61,C 4,39,108,C 5,55,71,C 6,58,109,C 7,38,86,C 8,48,80,C 9,34,50,C 10,38,97,C 11,37,72,C 12,53,45,C 13,57,86,C 14,57,97
,27200,13,C 1,49,36,C 2,54,56,C 3,37,61,C 4,55,71,C 5,39,108,C 6,58,109,C 7,39,86,C 8,49,80,C 9,34,50,C 10,38,97,C 11,37,72,C 12,57,86,C 13,57,97
,28000,12,C 1,49,36,C 2,54,56,C 3,37,61,C 4,39,108,C 5,55,71,C 6,58,109,C 7,39,86,C 8,48,80,C 9,38,97,C 10,35,51,C 11,37,72,C 12,57,93
,28800,14,C 1,49,36,C 2,54,56,C 3,37,61,C 4,39,108,C 5,55,71,C 6,58,109,C 7,39,86,C 8,49,80,C 9,35,51,C 10,38,97,C 11,37,72,C 12,53,46,C 13,57,86,C 14,57,97
,29600,14,C 1,49,36,C 2,54,56,C 3,37,61,C 4,39,108,C 5,55,71,C 6,58,109,C 7,39,86,C 8,48,80,C 9,35,51,C 10,38,97,C 11,37,72,C 12,53,46,C 13,57,86,C 14,57,97
,30400,14,C 1,49,36,C 2,54,56,C 3,39,108,C 4,37,61,C 5,55,71,C 6,58,109,C 7,39,86,C 8,48,80,C 9,35,51,C 10,38,97,C 11,53,46,C 12,37,72,C 13,57,86,C 14,57,97
,31200,13,C 1,49,36,C 2,54,56,C 3,39,108,C 4,37,61,C 5,55,71,C 6,58,109,C 7,39,86,C 8,35,51,C 9,39,97,C 10,37,72,C 11,53,46,C 12,57,82,C 13,57,93
,32000,13,C 1,49,36,C 2,54,56,C 3,37,61,C 4,39,108,C 5,55,71,C 6,58,109,C 7,46,81,C 8,35,51,C 9,39,97,C 10,37,72,C 11,53,46,C 12,57,82,C 13,58,93
,32800,13,C 1,49,36,C 2,54,56,C 3,37,61,C 4,39,108,C 5,58,109,C 6,55,71,C 7,46,81,C 8,35,51,C 9,39,97,C 10,53,46,C 11,37,72,C 12,57,82,C 13,57,93
,33600,13,C 1,49,36,C 2,54,56,C 3,39,108,C 4,37,61,C 5,55,71,C 6,58,109,C 7,46,81,C 8,38,97,C 9,35,51,C 10,53,46,C 11,37,72,C 12,57,82,C 13,57,93
,34400,13,C 1,49,36,C 2,54,56,C 3,39,108,C 4,55,71,C 5,37,61,C 6,58,109,C 7,45,81,C 8,35,51,C 9,39,97,C 10,53,46,C 11,37,72,C 12,57,86,C 13,57,97
,35200,13,C 1,49,36,C 2,54,56,C 3,39,108,C 4,37,61,C 5,55,71,C 6,58,109,C 7,46,81,C 8,35,51,C 9,39,97,C 10,53,46,C 11,37,72,C 12,57,86,C 13,57,97
,36000,13,C 1,49,36,C 2,54,56,C 3,39,108,C 4,37,61,C 5,55,71,C 6,58,109,C 7,46,81,C 8,34,51,C 9,39,97,C 10,53,46,C 11,37,72,C 12,57,82,C 13,57,93
,36800,13,C 1,49,36,C 2,54,56,C 3,39,108,C 4,37,61,C 5,58,109,C 6,55,71,C 7,46,81,C 8,39,97,C 9,35,51,C 10,53,46,C 11,37,72,C 12,57,82,C 13,57,93
,37600,13,C 1,49,36,C 2,54,56,C 3,39,108,C 4,55,71,C 5,37,61,C 6,46,81,C 7,58,109,C 8,39,97,C 9,35,51,C 10,37,72,C 11,53,46,C 12,57,86,C 13,57,97
,38400,13,C 1,49,36,C 2,54,56,C 3,55,71,C 4,39,108,C 5,46,81,C 6,37,61,C 7,58,109,C 8,39,97,C 9,35,51,C 10,53,46,C 11,37,72,C 12,57,82,C 13,57,93
,39200,12,C 1,49,36,C 2,54,56,C 3,46,81,C 4,55,71,C 5,39,108,C 6,58,109,C 7,37,62,C 8,39,97,C 9,35,51,C 10,53,46,C 11,37,72,C 12,57,90
,40000,13,C 1,49,36,C 2,54,56,C 3,55,71,C 4,46,81,C 5,37,62,C 6,58,109,C 7,39,108,C 8,39,97,C 9,35,51,C 10,53,46,C 11,37,72,C 12,57,86,C 13,57,97
