Object nr 1,Lap Nr:,Nr. of Corners,Corner 1,x,y
,800,1,C 1,45,80
,1600,2,C 1,19,78,C 2,45,80
,2400,2,C 1,20,78,C 2,46,81
,3200,2,C 1,20,78,C 2,46,81
,4000,2,C 1,20,78,C 2,45,80
,4800,2,C 1,20,78,C 2,46,81
,5600,2,C 1,20,78,C 2,46,81
,6400,2,C 1,16,78,C 2,45,81
,7200,2,C 1,20,78,C 2,45,81
,8000,2,C 1,20,78,C 2,45,81
