Lap Nr,Point 1,X,Y
325,0,629.72943,478.61423
326,0,629.72943,478.61423
327,0,630.1002,478.75394
328,0,630.1001,478.75516
329,0,630.0994,478.7555
330,0,630.0994,478.7555
331,0,630.7213,479.01788
332,0,630.7218,479.01645
333,0,630.72186,479.01645
334,0,631.84375,479.34802
335,0,631.84424,479.34793
336,0,631.84216,479.36203
337,0,631.84216,479.36215
338,0,633.3165,479.90643
339,0,633.31757,479.90637
340,0,633.31757,479.90637
341,0,633.31757,479.90637
342,0,638.1808,482.35037
343,0,638.18146,482.3504
344,0,638.18195,482.35056
345,0,638.18146,482.34985
346,0,645.8755,482.4127
347,0,645.8773,482.414
348,0,645.8639,482.409
349,0,658.68115,496.3827
350,0,658.68115,496.38293
351,0,658.68115,496.38293
352,0,658.6808,496.3835
353,0,663.6613,507.18488
354,0,663.6611,507.1845
355,0,663.6611,507.1845
356,0,663.6611,507.1845
357,0,803.3228,418.84958
358,0,803.3228,418.84958
359,0,803.3228,418.84958
360,0,803.3228,418.84958
361,0,803.3228,418.84958
362,0,803.3228,418.84958
363,0,803.3228,418.84958
364,0,803.3228,418.84958
365,0,803.3228,418.84958
366,0,803.3228,418.84958
367,0,803.3228,418.84958
368,0,803.3228,418.84958
369,0,803.3228,418.84958
370,0,803.3228,418.84958
371,0,803.3228,418.84958
372,0,803.3228,418.84958
373,0,803.3228,418.84958
374,0,803.3228,418.84958
375,0,803.3228,418.84958
376,0,803.3228,418.84958
377,0,803.3228,418.84958
378,0,803.3228,418.84958
379,0,803.3228,418.84958
380,0,803.3228,418.84958
381,0,803.3228,418.84958
382,0,803.3228,418.84958
383,0,803.3228,418.84958
384,0,803.3228,418.84958
385,0,803.3228,418.84958
386,0,803.3228,418.84958
387,0,803.3228,418.84958
388,0,803.3228,418.84958
389,0,803.3228,418.84958
390,0,803.3228,418.84958
391,0,803.3228,418.84958
392,0,803.3228,418.84958
393,0,803.3228,418.84958
394,0,803.3228,418.84958
395,0,803.3228,418.84958
396,0,803.3228,418.84958
397,0,803.3228,418.84958
398,0,803.3228,418.84958
399,0,803.3228,418.84958
400,0,803.3228,418.84958
401,0,803.3228,418.84958
402,0,803.3228,418.84958
403,0,803.3228,418.84958
404,0,803.3228,418.84958
405,0,803.3228,418.84958
406,0,803.3228,418.84958
407,0,803.3228,418.84958
408,0,803.3228,418.84958
409,0,803.3228,418.84958
410,0,803.3228,418.84958
411,0,803.3228,418.84958
412,0,803.3228,418.84958
413,0,803.3228,418.84958
414,0,803.3228,418.84958
415,0,803.3228,418.84958
416,0,803.3228,418.84958
417,0,803.3228,418.84958
418,0,803.3228,418.84958
419,0,803.3228,418.84958
420,0,803.3228,418.84958
421,0,803.3228,418.84958
422,0,803.3228,418.84958
423,0,803.3228,418.84958
424,0,803.3228,418.84958
425,0,803.3228,418.84958
426,0,803.3228,418.84958
427,0,803.3228,418.84958
428,0,803.3228,418.84958
429,0,803.3228,418.84958
430,0,803.45184,419.18808
431,0,803.49927,419.35303
432,0,812.4954,431.0823
433,0,812.4954,431.0823
434,0,812.4954,431.0823
435,0,812.4954,431.0823
436,0,812.4954,431.0823
437,0,812.37384,431.36996
438,0,812.45996,431.06738
439,0,812.45996,431.06738
440,0,825.1275,434.18234
441,0,825.1275,434.18234
442,0,825.1275,434.18234
443,0,825.1275,434.18234
444,0,825.1275,434.18234
445,0,825.1512,434.06982
446,0,825.1488,434.07864
447,0,835.44446,435.27768
448,0,835.4276,435.38425
449,0,835.4185,435.60486
450,0,835.40686,435.44974
451,0,845.1439,436.6188
452,0,845.158,436.515
453,0,845.14124,436.62457
454,0,845.14984,436.5101
455,0,853.67847,437.4267
456,0,853.6041,437.12643
457,0,853.60785,437.10712
458,0,860.90106,437.12363
459,0,860.91016,437.38556
460,0,860.8804,437.1652
461,0,860.8804,437.1652
462,0,867.16425,437.83136
463,0,867.1714,438.06412
464,0,867.183,438.04483
465,0,867.18225,438.04846
466,0,872.0358,438.67184
467,0,872.0318,438.76016
468,0,872.0257,438.78253
469,0,875.6114,439.35922
470,0,875.5562,439.52084
471,0,875.64185,439.29608
472,0,875.497,439.65845
473,0,878.244,440.2489
474,0,878.20703,440.28018
475,0,878.33246,440.03223
476,0,879.8953,440.4288
477,0,879.87976,440.54187
478,0,879.89484,440.44177
479,0,879.89484,440.44177
480,0,880.1034,440.1736
481,0,880.14044,440.08322
482,0,880.14044,440.08322
483,0,880.14044,440.08322
484,0,880.1088,441.29337
485,0,880.0936,441.33627
486,0,880.0915,441.3426
487,0,880.0938,441.33557
488,0,880.26355,443.01785
489,0,880.2677,442.99094
490,0,880.2677,442.99094
491,0,880.22626,444.49918
492,0,880.37946,444.09836
493,0,880.35065,444.3828
494,0,880.35065,444.3828
495,0,880.2422,447.87646
496,0,880.3128,447.57065
497,0,880.31287,447.57352
498,0,880.3134,451.33313
499,0,880.3146,451.32938
500,0,880.3146,451.32938
501,0,880.3146,451.32938
502,0,880.31866,455.8996
503,0,880.3087,455.99298
504,0,880.3282,456.6882
505,0,880.32916,456.68222
506,0,880.3265,459.89832
507,0,880.3175,459.8424
508,0,880.31836,459.83682
509,0,880.2298,462.07037
510,0,880.2363,462.0469
511,0,880.2363,462.0469
512,0,880.2363,462.0469
513,0,880.23566,463.42538
514,0,880.2517,463.31793
515,0,880.2517,463.31793
516,0,880.1614,463.16635
517,0,880.2932,464.51654
518,0,880.2661,464.6334
519,0,880.2682,464.70288
520,0,879.6195,464.49408
521,0,879.58496,464.97314
522,0,879.5886,464.48114
523,0,879.5886,464.48114
524,0,879.4288,463.53296
525,0,879.4388,463.5395
526,0,879.4316,463.5555
527,0,879.4373,463.54443
528,0,879.5089,461.50836
529,0,879.5089,461.50836
530,0,879.50885,461.50793
531,0,879.3345,459.44
532,0,879.3931,458.73343
533,0,879.3931,458.73343
534,0,879.3931,458.73343
535,0,879.3821,455.43005
536,0,879.35614,455.37698
537,0,879.34674,455.38632
538,0,879.3482,455.3755
539,0,879.3333,451.2555
540,0,879.44086,451.0038
541,0,879.4462,450.9949
542,0,878.737,449.38364
543,0,878.8179,449.40265
544,0,878.8195,449.41443
545,0,878.8195,449.41443
546,0,878.8207,446.535
547,0,878.83496,446.49576
548,0,878.83276,446.48376
549,0,878.83276,446.48376
550,0,879.1516,444.65244
551,0,879.20544,444.5374
552,0,879.072,444.96036
553,0,879.0772,443.42456
554,0,879.0264,443.34396
555,0,879.0264,443.34396
556,0,879.0264,443.34396
557,0,879.184,443.29648
558,0,879.1673,443.32547
559,0,879.1673,443.32547
560,0,879.1673,443.32547
561,0,880.1332,443.71722
562,0,880.1368,443.70236
563,0,880.1368,443.70236
564,0,881.8716,443.20963
565,0,881.8762,443.21216
566,0,881.8762,443.21216
567,0,881.8762,443.21216
568,0,884.8174,442.82095
569,0,884.71173,443.10675
570,0,884.71173,443.10675
571,0,884.71173,443.10675
572,0,888.6718,442.91977
573,0,888.6975,443.03506
574,0,888.6512,443.00385
575,0,893.7338,442.5481
576,0,893.6414,442.23526
577,0,893.6663,442.16794
578,0,893.669,442.15594
579,0,900.3038,441.84198
580,0,900.2778,441.8845
581,0,900.3064,441.8121
582,0,907.42773,442.66074
583,0,907.5756,442.28845
584,0,907.6589,442.07834
585,0,907.6589,442.07834
586,0,916.768,441.79715
587,0,916.45917,442.46304
588,0,916.2028,442.8297
589,0,916.20044,442.83362
590,0,926.8577,441.8562
591,0,926.82104,441.84918
592,0,926.82306,441.84402
593,0,938.1421,441.99097
594,0,937.98236,441.80972
595,0,937.97406,441.82327
596,0,937.97406,441.82327
597,0,949.91656,442.83493
598,0,949.8449,442.82364
599,0,949.8455,442.8233
600,0,963.71326,443.47897
601,0,963.7134,443.47662
602,0,963.7134,443.47662
603,0,963.7134,443.47662
604,0,974.61566,443.61624
605,0,974.9398,443.34122
606,0,974.77295,443.6096
607,0,960.59845,502.5157
608,0,960.6013,502.51907
609,0,960.6012,502.51947
610,0,960.6012,502.51947
611,0,960.59454,502.6457
612,0,960.58484,502.6598
613,0,960.58484,502.6598
614,0,960.6093,502.80328
615,0,960.61035,502.7968
616,0,960.61066,502.7949
617,0,960.61066,502.7949
618,0,960.6104,502.87466
619,0,960.6126,502.88184
620,0,960.61304,502.8741
621,0,960.6058,502.95236
622,0,960.5994,502.9559
623,0,960.59924,502.95673
624,0,960.5933,502.8974
625,0,960.5933,502.8974
626,0,960.5933,502.8974
627,0,960.5933,502.8974
628,0,960.5803,502.96707
629,0,960.5861,502.9802
630,0,960.586,502.97983
631,0,960.5723,502.96436
632,0,960.57367,502.95218
633,0,960.5737,502.9626
634,0,960.5674,503.00684
635,0,960.5664,503.00546
636,0,960.56104,503.00317
637,0,960.5609,503.00507
638,0,960.55426,502.962
639,0,960.5542,502.95645
640,0,960.5542,502.95645
641,0,960.55646,502.9723
642,0,960.55646,502.97427
643,0,960.5566,502.9726
644,0,960.5782,503.13724
645,0,960.57336,503.14136
646,0,960.5733,503.14072
647,0,960.5733,503.14072
648,0,960.6116,503.32617
649,0,960.6111,503.32608
650,0,960.6111,503.32608
651,0,961.2887,505.27515
652,0,961.0193,505.2913
653,0,961.0196,505.29147
654,0,961.33417,507.7184
655,0,960.87134,507.7298
656,0,960.87134,507.72992
657,0,960.87146,507.72974
658,0,960.43414,510.33624
659,0,960.36957,510.33743
660,0,960.4191,510.29932
661,0,959.0048,513.42334
662,0,958.99994,513.4004
663,0,959.0007,513.39777
664,0,958.9843,516.5459
665,0,958.97974,516.60913
666,0,958.97974,516.6089
667,0,959.1621,519.06195
668,0,959.1684,519.0087
669,0,959.14874,519.1054
670,0,959.16815,519.01306
671,0,959.3784,520.8731
672,0,959.3542,520.9421
673,0,959.3542,520.9421
674,0,959.8439,522.35944
675,0,959.82983,522.34644
676,0,959.8295,522.34656
677,0,959.5204,523.7766
678,0,959.52203,523.7766
679,0,959.5226,523.77655
680,0,959.5226,523.7766
681,0,959.5215,524.0478
682,0,959.56256,523.8761
683,0,959.56085,523.8765
684,0,959.5681,523.84515
685,0,959.5683,523.8457
686,0,959.5683,523.8457
687,0,959.4662,523.12695
688,0,959.465,523.1505
689,0,959.46484,523.14966
690,0,959.46484,523.14966
691,0,959.4119,522.1463
692,0,959.41,522.12177
693,0,959.40936,522.1196
694,0,959.3573,520.4887
695,0,959.3836,520.4968
696,0,959.42035,520.4889
697,0,959.338,518.57605
698,0,959.3422,518.57434
699,0,959.3421,518.5742
700,0,958.9904,516.0013
701,0,958.99,516.0228
702,0,958.9874,516.0249
703,0,958.9874,516.0249
704,0,958.96924,512.4763
705,0,958.95746,512.4808
706,0,958.94965,512.4803
707,0,958.9362,508.6905
708,0,958.9162,509.13214
709,0,958.9162,509.13214
710,0,958.63116,505.33612
711,0,958.6495,505.2943
712,0,958.64166,505.27557
713,0,958.61896,505.28424
714,0,956.4206,501.21466
715,0,956.37415,501.2018
716,0,956.3494,501.1912
717,0,955.6552,498.3847
718,0,955.65546,498.3845
719,0,955.6551,498.3845
720,0,956.9005,496.78107
721,0,956.9005,496.78107
722,0,956.9005,496.78107
723,0,956.9005,496.78107
724,0,957.5999,495.10364
725,0,957.6208,495.11853
726,0,957.6171,495.11966
727,0,959.8448,494.43555
728,0,959.8357,494.44275
729,0,959.835,494.4436
730,0,960.3594,493.8665
731,0,960.3546,493.87885
732,0,960.2856,493.9195
733,0,960.0865,494.12506
734,0,960.08826,494.1254
735,0,960.08826,494.12543
736,0,960.08826,494.12543
737,0,960.4488,493.56277
738,0,960.36926,493.67618
739,0,960.37036,493.67563
740,0,960.52924,493.19867
741,0,960.5028,493.17114
742,0,960.50336,493.17038
743,0,960.4184,492.4561
744,0,960.36865,492.30087
745,0,960.3686,492.30124
746,0,960.3686,492.30124
747,0,960.38086,490.90982
748,0,960.39844,490.87744
749,0,960.3984,490.87802
750,0,960.08936,489.47034
751,0,960.0895,489.46945
752,0,960.0896,489.46985
753,0,959.7653,487.80038
754,0,959.76556,487.80008
755,0,959.76556,487.80008
756,0,959.5568,487.09482
757,0,959.55707,487.0953
758,0,959.55695,487.09528
759,0,959.5569,487.0953
760,0,959.32733,486.98178
761,0,959.30066,486.92017
762,0,959.3008,486.91394
763,0,959.1603,486.94122
764,0,959.1823,486.95685
765,0,959.1823,486.95956
766,0,959.13763,486.94727
767,0,959.1337,486.94193
768,0,959.07025,486.8535
