Object nr 3,Lap Nr:,Nr. of Corners,Corner 1,x,y
,800,17,C 1,29,47,C 2,12,38,C 3,15,52,C 4,12,78,C 5,32,31,C 6,33,59,C 7,26,10,C 8,14,10,C 9,32,70,C 10,11,63,C 11,19,25,C 12,27,81,C 13,10,92,C 14,20,68,C 15,36,8,C 16,36,94,C 17,22,92
,1600,16,C 1,12,38,C 2,29,47,C 3,15,52,C 4,12,78,C 5,32,31,C 6,33,59,C 7,26,10,C 8,14,10,C 9,11,63,C 10,33,74,C 11,10,92,C 12,33,85,C 13,19,25,C 14,20,68,C 15,36,8,C 16,21,86
,2400,16,C 1,29,47,C 2,12,38,C 3,15,52,C 4,12,78,C 5,26,10,C 6,32,31,C 7,33,59,C 8,14,10,C 9,19,25,C 10,32,78,C 11,11,63,C 12,13,88,C 13,22,67,C 14,36,8,C 15,36,94,C 16,26,86
,3200,17,C 1,29,47,C 2,12,38,C 3,15,52,C 4,12,78,C 5,32,31,C 6,26,10,C 7,10,61,C 8,33,59,C 9,14,10,C 10,32,70,C 11,33,85,C 12,13,89,C 13,20,68,C 14,36,8,C 15,20,18,C 16,23,92,C 17,17,29
,4000,16,C 1,29,55,C 2,15,52,C 3,12,38,C 4,12,78,C 5,31,40,C 6,13,67,C 7,12,92,C 8,33,91,C 9,33,78,C 10,33,66,C 11,28,29,C 12,24,17,C 13,15,8,C 14,34,8,C 15,22,89,C 16,22,78
,4800,17,C 1,29,55,C 2,15,52,C 3,12,38,C 4,13,74,C 5,31,40,C 6,12,92,C 7,32,78,C 8,11,63,C 9,33,66,C 10,33,91,C 11,28,29,C 12,24,18,C 13,25,8,C 14,15,8,C 15,36,6,C 16,22,89,C 17,21,68
,5600,17,C 1,12,38,C 2,29,55,C 3,32,44,C 4,33,74,C 5,15,52,C 6,12,78,C 7,35,86,C 8,32,31,C 9,11,63,C 10,13,92,C 11,13,13,C 12,20,68,C 13,39,13,C 14,2,13,C 15,19,25,C 16,23,13,C 17,22,86
