Object nr 4,Lap Nr:,Nr. of Corners,Corner 1,x,y
,800,2,C 1,19,78,C 2,19,89
,1600,2,C 1,20,89,C 2,20,78
,2400,2,C 1,20,89,C 2,20,78
,3200,3,C 1,20,78,C 2,16,89,C 3,27,95
,4000,3,C 1,20,78,C 2,16,89,C 3,27,96
,4800,3,C 1,16,89,C 2,20,78,C 3,27,95
,5600,2,C 1,20,89,C 2,20,78
,6400,2,C 1,20,89,C 2,20,78
,7200,3,C 1,20,78,C 2,20,89,C 3,28,98
,8000,3,C 1,20,89,C 2,20,78,C 3,28,98
