Object nr 3,Lap Nr:,Nr. of Corners,Corner 1,x,y
,800,2,C 1,19,78,C 2,19,88
,1600,2,C 1,17,88,C 2,16,78
,2400,2,C 1,16,78,C 2,17,88
,3200,2,C 1,17,88,C 2,16,78
,4000,2,C 1,17,88,C 2,16,78
,4800,2,C 1,17,88,C 2,16,78
,5600,2,C 1,16,78,C 2,17,88
,6400,2,C 1,16,78,C 2,17,88
,7200,2,C 1,16,78,C 2,17,88
,8000,2,C 1,20,78,C 2,17,88
