Object nr 3,Lap Nr:,Nr. of Corners,Corner 1,x,y
,800,18,C 1,38,48,C 2,20,49,C 3,39,63,C 4,38,26,C 5,17,60,C 6,37,74,C 7,17,7,C 8,16,37,C 9,39,5,C 10,23,27,C 11,15,83,C 12,35,36,C 13,31,18,C 14,37,86,C 15,26,74,C 16,27,8,C 17,7,10,C 18,31,56
,1600,18,C 1,37,26,C 2,20,49,C 3,37,40,C 4,39,63,C 5,16,60,C 6,37,74,C 7,15,37,C 8,26,85,C 9,22,27,C 10,36,51,C 11,11,7,C 12,24,11,C 13,11,88,C 14,39,4,C 15,17,73,C 16,37,86,C 17,26,67,C 18,25,39
,2400,18,C 1,37,26,C 2,37,41,C 3,16,60,C 4,39,70,C 5,20,49,C 6,17,74,C 7,20,19,C 8,15,38,C 9,35,6,C 10,11,7,C 11,11,88,C 12,36,51,C 13,31,18,C 14,26,85,C 15,24,9,C 16,37,86,C 17,30,62,C 18,23,32
,3200,17,C 1,37,26,C 2,37,48,C 3,39,70,C 4,20,49,C 5,16,60,C 6,17,74,C 7,21,27,C 8,11,88,C 9,11,7,C 10,26,85,C 11,35,6,C 12,24,11,C 13,15,38,C 14,37,60,C 15,37,86,C 16,29,37,C 17,26,57
,4000,19,C 1,37,26,C 2,37,41,C 3,39,70,C 4,20,49,C 5,16,60,C 6,17,74,C 7,37,56,C 8,14,26,C 9,15,38,C 10,21,18,C 11,11,88,C 12,11,7,C 13,39,5,C 14,31,18,C 15,35,87,C 16,25,84,C 17,22,2,C 18,26,64,C 19,24,33
,4800,20,C 1,37,48,C 2,20,49,C 3,16,60,C 4,38,70,C 5,36,26,C 6,26,84,C 7,17,74,C 8,14,26,C 9,37,4,C 10,23,20,C 11,37,86,C 12,11,7,C 13,11,88,C 14,37,60,C 15,15,37,C 16,35,36,C 17,25,67,C 18,26,7,C 19,25,39,C 20,26,57
,5600,18,C 1,37,41,C 2,37,26,C 3,20,49,C 4,39,70,C 5,16,60,C 6,17,74,C 7,22,27,C 8,37,60,C 9,10,87,C 10,10,7,C 11,35,6,C 12,24,12,C 13,26,84,C 14,15,37,C 15,37,86,C 16,26,65,C 17,31,52,C 18,25,39
,6400,17,C 1,37,41,C 2,39,71,C 3,20,49,C 4,37,26,C 5,38,56,C 6,16,60,C 7,22,27,C 8,17,74,C 9,10,87,C 10,10,7,C 11,35,6,C 12,24,12,C 13,26,85,C 14,16,37,C 15,37,86,C 16,26,65,C 17,22,2
,7200,17,C 1,38,63,C 2,37,49,C 3,20,49,C 4,36,26,C 5,17,74,C 6,17,34,C 7,16,60,C 8,37,74,C 9,35,6,C 10,10,87,C 11,10,7,C 12,21,18,C 13,29,37,C 14,37,86,C 15,25,84,C 16,20,7,C 17,26,64
,8000,18,C 1,20,49,C 2,39,71,C 3,37,41,C 4,22,27,C 5,38,56,C 6,16,60,C 7,37,26,C 8,17,74,C 9,37,4,C 10,26,85,C 11,10,87,C 12,10,7,C 13,24,12,C 14,37,86,C 15,15,38,C 16,26,65,C 17,22,2,C 18,25,39
