Object nr 2,Lap Nr:,Nr. of Corners,Corner 1,x,y
,1,8,C 1,3,291,C 2,2,2,C 3,452,276,C 4,363,291,C 5,364,2,C 6,363,278,C 7,466,280,C 8,3,277
,2,8,C 1,3,291,C 2,2,2,C 3,452,276,C 4,379,2,C 5,378,291,C 6,378,277,C 7,466,280,C 8,3,277
,3,8,C 1,3,291,C 2,2,2,C 3,452,276,C 4,379,2,C 5,378,277,C 6,378,291,C 7,467,280,C 8,3,275
,4,8,C 1,3,291,C 2,2,2,C 3,452,276,C 4,378,291,C 5,379,2,C 6,378,277,C 7,467,280,C 8,3,275
,5,8,C 1,2,2,C 2,3,291,C 3,452,276,C 4,385,2,C 5,384,291,C 6,390,277,C 7,467,280,C 8,3,277
,6,8,C 1,2,2,C 2,3,291,C 3,452,276,C 4,384,291,C 5,385,2,C 6,384,277,C 7,467,280,C 8,3,277
,7,8,C 1,2,2,C 2,3,291,C 3,452,276,C 4,390,2,C 5,389,291,C 6,389,277,C 7,467,280,C 8,3,275
,8,8,C 1,3,291,C 2,2,2,C 3,452,276,C 4,390,2,C 5,395,277,C 6,467,280,C 7,389,291,C 8,3,276
,9,9,C 1,3,291,C 2,2,2,C 3,452,276,C 4,389,277,C 5,390,2,C 6,466,280,C 7,389,291,C 8,340,278,C 9,441,274
,10,8,C 1,3,291,C 2,2,2,C 3,451,276,C 4,390,2,C 5,389,277,C 6,389,291,C 7,466,280,C 8,3,275
,11,8,C 1,2,2,C 2,3,291,C 3,452,276,C 4,389,277,C 5,389,291,C 6,390,2,C 7,467,280,C 8,3,277
,12,9,C 1,2,2,C 2,3,291,C 3,452,276,C 4,389,277,C 5,390,2,C 6,389,291,C 7,466,280,C 8,3,277,C 9,395,244
,13,8,C 1,2,2,C 2,3,291,C 3,452,276,C 4,390,2,C 5,389,277,C 6,389,291,C 7,467,280,C 8,3,277
,14,8,C 1,2,2,C 2,3,291,C 3,451,276,C 4,390,2,C 5,395,277,C 6,389,291,C 7,467,280,C 8,3,276
,15,10,C 1,2,2,C 2,3,291,C 3,451,276,C 4,390,2,C 5,389,291,C 6,395,277,C 7,467,280,C 8,52,286,C 9,116,283,C 10,3,229
,16,8,C 1,2,2,C 2,3,291,C 3,452,276,C 4,390,2,C 5,389,291,C 6,389,277,C 7,466,280,C 8,102,284
,17,12,C 1,2,2,C 2,3,291,C 3,452,276,C 4,395,278,C 5,389,291,C 6,466,280,C 7,390,2,C 8,3,277,C 9,102,284,C 10,433,273,C 11,395,187,C 12,90,285
,18,8,C 1,3,291,C 2,2,2,C 3,452,276,C 4,395,277,C 5,390,2,C 6,389,291,C 7,467,280,C 8,3,277
,19,9,C 1,3,291,C 2,2,2,C 3,451,276,C 4,395,278,C 5,390,2,C 6,389,291,C 7,467,280,C 8,3,276,C 9,437,276
,20,10,C 1,3,291,C 2,2,2,C 3,452,276,C 4,389,291,C 5,390,2,C 6,395,277,C 7,467,280,C 8,3,276,C 9,243,279,C 10,465,270
,21,8,C 1,3,291,C 2,2,2,C 3,452,276,C 4,389,291,C 5,390,2,C 6,395,277,C 7,467,279,C 8,3,277
,22,8,C 1,2,2,C 2,3,291,C 3,452,276,C 4,390,2,C 5,389,291,C 6,389,277,C 7,466,280,C 8,3,277
,23,9,C 1,2,2,C 2,3,291,C 3,451,276,C 4,390,2,C 5,389,277,C 6,389,291,C 7,466,280,C 8,3,277,C 9,147,284
,24,12,C 1,2,2,C 2,3,291,C 3,452,276,C 4,389,291,C 5,395,277,C 6,390,2,C 7,466,280,C 8,3,276,C 9,362,278,C 10,291,291,C 11,389,268,C 12,313,3
