Lap Nr,Roi1,x,y,w,h,Roi2,x,y,w,h,Roi3,x,y,w,h
958,,0,0,475,294,,0,0,475,294,,0,0,475,294
959,,0,0,475,294,,0,0,475,294,,0,0,475,294
960,,0,0,475,294,,0,0,475,294,,0,0,475,294
961,,0,0,475,294,,0,0,475,294,,0,0,475,294
962,,0,0,475,294,,0,0,475,294,,0,0,475,294
963,,0,0,475,294,,0,0,475,294,,0,0,475,294
964,,0,0,475,294,,0,0,475,294,,0,0,475,294
965,,0,0,475,294,,0,0,475,294,,0,0,475,294
966,,0,0,475,294,,0,0,475,294,,0,0,475,294
967,,0,0,475,294,,0,0,475,294,,0,0,475,294
968,,0,0,475,294,,0,0,475,294,,0,0,475,294
969,,0,0,475,294,,0,0,475,294,,0,0,475,294
970,,0,0,475,294,,0,0,475,294,,0,0,475,294
971,,0,0,475,294,,0,0,475,294,,0,0,475,294
972,,0,0,475,294,,0,0,475,294,,0,0,475,294
973,,0,0,475,294,,0,0,475,294,,0,0,475,294
974,,0,0,475,294,,0,0,475,294,,0,0,475,294
975,,0,0,475,294,,0,0,475,294,,0,0,475,294
976,,0,0,475,294,,0,0,475,294,,0,0,475,294
977,,0,0,475,294,,0,0,475,294,,0,0,475,294
978,,0,0,475,294,,0,0,475,294,,0,0,475,294
979,,0,0,475,294,,0,0,475,294,,0,0,475,294
980,,0,0,475,294,,0,0,475,294,,0,0,475,294
981,,0,0,475,294,,0,0,475,294,,0,0,475,294
982,,0,0,475,294,,0,0,475,294,,0,0,475,294
983,,0,0,475,294,,0,0,475,294,,0,0,475,294
984,,0,0,475,294,,0,0,475,294,,0,0,475,294
985,,0,0,475,294,,0,0,475,294,,0,0,475,294
986,,0,0,475,294,,0,0,475,294,,0,0,475,294
987,,0,0,475,294,,0,0,475,294,,0,0,475,294
988,,0,0,475,294,,0,0,475,294,,0,0,475,294
989,,0,0,475,294,,0,0,475,294,,0,0,475,294
990,,0,0,475,294,,0,0,475,294,,0,0,475,294
991,,0,0,475,294,,0,0,475,294,,0,0,475,294
992,,0,0,475,294,,0,0,475,294,,0,0,475,294
993,,0,0,475,294,,0,0,475,294,,0,0,475,294
994,,0,0,475,294,,0,0,475,294,,0,0,475,294
995,,0,0,475,294,,0,0,475,294,,0,0,475,294
996,,0,0,475,294,,0,0,475,294,,0,0,475,294
997,,0,0,475,294,,0,0,475,294,,0,0,475,294
998,,0,0,475,294,,0,0,475,294,,0,0,475,294
999,,0,0,475,294,,0,0,475,294,,0,0,475,294
1000,,0,0,475,294,,0,0,475,294,,0,0,475,294
1001,,0,0,475,294,,0,0,475,294,,0,0,475,294
1002,,0,0,475,294,,0,0,475,294,,0,0,475,294
1003,,0,0,475,294,,0,0,475,294,,0,0,475,294
1004,,0,0,475,294,,0,0,475,294,,0,0,475,294
1005,,0,0,475,294,,0,0,475,294,,0,0,475,294
1006,,0,0,475,294,,0,0,475,294,,0,0,475,294
1007,,0,0,475,294,,0,0,475,294,,0,0,475,294
1008,,0,0,475,294,,0,0,475,294,,0,0,475,294
1009,,0,0,475,294,,0,0,475,294,,0,0,475,294
1010,,0,0,475,294,,0,0,475,294,,0,0,475,294
1011,,0,0,475,294,,0,0,475,294,,0,0,475,294
1012,,0,0,475,294,,0,0,475,294,,0,0,475,294
1013,,0,0,475,294,,0,0,475,294,,0,0,475,294
1014,,0,0,475,294,,0,0,475,294,,0,0,475,294
1015,,0,0,475,294,,0,0,475,294,,0,0,475,294
1016,,0,0,475,294,,0,0,475,294,,0,0,475,294
1017,,0,0,475,294,,0,0,475,294,,0,0,475,294
1018,,0,0,475,294,,0,0,475,294,,0,0,475,294
1019,,0,0,475,294,,0,0,475,294,,0,0,475,294
1020,,0,0,475,294,,0,0,475,294,,0,0,475,294
1021,,0,0,475,294,,0,0,475,294,,0,0,475,294
1022,,0,0,475,294,,0,0,475,294,,0,0,475,294
1023,,0,0,475,294,,0,0,475,294,,0,0,475,294
1024,,0,0,475,294,,0,0,475,294,,0,0,475,294
1025,,0,0,475,294,,0,0,475,294,,0,0,475,294
1026,,0,0,475,294,,0,0,475,294,,0,0,475,294
1027,,0,0,475,294,,0,0,475,294,,0,0,475,294
1028,,0,0,475,294,,0,0,475,294,,0,0,475,294
1029,,0,0,475,294,,0,0,475,294,,0,0,475,294
1030,,0,0,475,294,,0,0,475,294,,0,0,475,294
1031,,0,0,475,294,,0,0,475,294,,0,0,475,294
1032,,0,0,475,294,,0,0,475,294,,0,0,475,294
1033,,0,0,475,294,,0,0,475,294,,0,0,475,294
1034,,0,0,475,294,,0,0,475,294,,0,0,475,294
1035,,0,0,475,294,,0,0,475,294,,0,0,475,294
1036,,0,0,475,294,,0,0,475,294,,0,0,475,294
1037,,0,0,475,294,,0,0,475,294,,0,0,475,294
1038,,0,0,475,294,,0,0,475,294,,0,0,475,294
1039,,0,0,475,294,,0,0,475,294,,0,0,475,294
1040,,0,0,475,294,,0,0,475,294,,0,0,475,294
1041,,0,0,475,294,,0,0,475,294,,0,0,475,294
1042,,0,0,475,294,,0,0,475,294,,0,0,475,294
1043,,0,0,475,294,,0,0,475,294,,0,0,475,294
1044,,0,0,475,294,,0,0,475,294,,0,0,475,294
1045,,0,0,475,294,,0,0,475,294,,0,0,475,294
1046,,0,0,475,294,,0,0,475,294,,0,0,475,294
1047,,0,0,475,294,,0,0,475,294,,0,0,475,294
1048,,0,0,475,294,,0,0,475,294,,0,0,475,294
1049,,0,0,475,294,,0,0,475,294,,0,0,475,294
1050,,0,0,475,294,,0,0,475,294,,0,0,475,294
1051,,0,0,475,294,,0,0,475,294,,0,0,475,294
1052,,0,0,475,294,,0,0,475,294,,0,0,475,294
1053,,0,0,475,294,,0,0,475,294,,0,0,475,294
1054,,0,0,475,294,,0,0,475,294,,0,0,475,294
1055,,0,0,475,294,,0,0,475,294,,0,0,475,294
1056,,0,0,475,294,,0,0,475,294,,0,0,475,294
1057,,0,0,475,294,,0,0,475,294,,0,0,475,294
1058,,0,0,475,294,,0,0,475,294,,0,0,475,294
1059,,0,0,475,294,,0,0,475,294,,0,0,475,294
1060,,0,0,475,294,,0,0,475,294,,0,0,475,294
1061,,0,0,475,294,,0,0,475,294,,0,0,475,294
1062,,0,0,475,294,,0,0,475,294,,0,0,475,294
1063,,0,0,475,294,,0,0,475,294,,0,0,475,294
1064,,0,0,475,294,,0,0,475,294,,0,0,475,294
1065,,0,0,475,294,,0,0,475,294,,0,0,475,294
1066,,0,0,475,294,,0,0,475,294,,0,0,475,294
1067,,0,0,475,294,,0,0,475,294,,0,0,475,294
1068,,0,0,475,294,,0,0,475,294,,0,0,475,294
1069,,0,0,475,294,,0,0,475,294,,0,0,475,294
1070,,0,0,475,294,,0,0,475,294,,0,0,475,294
1071,,0,0,475,294,,0,0,475,294,,0,0,475,294
1072,,0,0,475,294,,0,0,475,294,,0,0,475,294
1073,,0,0,475,294,,0,0,475,294,,0,0,475,294
1074,,0,0,475,294,,0,0,475,294,,0,0,475,294
1075,,0,0,475,294,,0,0,475,294,,0,0,475,294
1076,,0,0,475,294,,0,0,475,294,,0,0,475,294
1077,,0,0,475,294,,0,0,475,294,,0,0,475,294
1078,,0,0,475,294,,0,0,475,294,,0,0,475,294
1079,,0,0,475,294,,0,0,475,294,,0,0,475,294
1080,,0,0,475,294,,0,0,475,294,,0,0,475,294
1081,,0,0,475,294,,0,0,475,294,,0,0,475,294
1082,,0,0,475,294,,0,0,475,294,,0,0,475,294
1083,,0,0,475,294,,0,0,475,294,,0,0,475,294
1084,,0,0,475,294,,0,0,475,294,,0,0,475,294
1085,,0,0,475,294,,0,0,475,294,,0,0,475,294
1086,,0,0,475,294,,0,0,475,294,,0,0,475,294
1087,,0,0,475,294,,0,0,475,294,,0,0,475,294
1088,,0,0,475,294,,0,0,475,294,,0,0,475,294
1089,,0,0,475,294,,0,0,475,294,,0,0,475,294
1090,,0,0,475,294,,0,0,475,294,,0,0,475,294
1091,,0,0,475,294,,0,0,475,294,,0,0,475,294
1092,,0,0,475,294,,0,0,475,294,,0,0,475,294
1093,,0,0,475,294,,0,0,475,294,,0,0,475,294
1094,,0,0,475,294,,0,0,475,294,,0,0,475,294
1095,,0,0,475,294,,0,0,475,294,,0,0,475,294
1096,,0,0,475,294,,0,0,475,294,,0,0,475,294
1097,,0,0,475,294,,0,0,475,294,,0,0,475,294
1098,,0,0,475,294,,0,0,475,294,,0,0,475,294
1099,,0,0,475,294,,0,0,475,294,,0,0,475,294
1100,,0,0,475,294,,0,0,475,294,,0,0,475,294
1101,,0,0,475,294,,0,0,475,294,,0,0,475,294
1102,,0,0,475,294,,0,0,475,294,,0,0,475,294
1103,,0,0,475,294,,0,0,475,294,,0,0,475,294
1104,,0,0,475,294,,0,0,475,294,,0,0,475,294
1105,,0,0,475,294,,0,0,475,294,,0,0,475,294
1106,,0,0,475,294,,0,0,475,294,,0,0,475,294
1107,,0,0,475,294,,0,0,475,294,,0,0,475,294
1108,,0,0,475,294,,0,0,475,294,,0,0,475,294
1109,,0,0,475,294,,0,0,475,294,,0,0,475,294
1110,,0,0,475,294,,0,0,475,294,,0,0,475,294
1111,,0,0,475,294,,0,0,475,294,,0,0,475,294
1112,,0,0,475,294,,0,0,475,294,,0,0,475,294
1113,,0,0,475,294,,0,0,475,294,,0,0,475,294
1114,,0,0,475,294,,0,0,475,294,,0,0,475,294
1115,,0,0,475,294,,0,0,475,294,,0,0,475,294
1116,,0,0,475,294,,0,0,475,294,,0,0,475,294
1117,,0,0,475,294,,0,0,475,294,,0,0,475,294
1118,,0,0,475,294,,0,0,475,294,,0,0,475,294
1119,,0,0,475,294,,0,0,475,294,,0,0,475,294
1120,,0,0,475,294,,0,0,475,294,,0,0,475,294
1121,,0,0,475,294,,0,0,475,294,,0,0,475,294
1122,,0,0,475,294,,0,0,475,294,,0,0,475,294
1123,,0,0,475,294,,0,0,475,294,,0,0,475,294
1124,,0,0,475,294,,0,0,475,294,,0,0,475,294
1125,,0,0,475,294,,0,0,475,294,,0,0,475,294
1126,,0,0,475,294,,0,0,475,294,,0,0,475,294
1127,,0,0,475,294,,0,0,475,294,,0,0,475,294
1128,,0,0,475,294,,0,0,475,294,,0,0,475,294
1129,,0,0,475,294,,0,0,475,294,,0,0,475,294
1130,,0,0,475,294,,0,0,475,294,,0,0,475,294
1131,,0,0,475,294,,0,0,475,294,,0,0,475,294
1132,,0,0,475,294,,0,0,475,294,,0,0,475,294
1133,,0,0,475,294,,0,0,475,294,,0,0,475,294
1134,,0,0,475,294,,0,0,475,294,,0,0,475,294
1135,,0,0,475,294,,0,0,475,294,,0,0,475,294
1136,,0,0,475,294,,0,0,475,294,,0,0,475,294
1137,,0,0,475,294,,0,0,475,294,,0,0,475,294
1138,,0,0,475,294,,0,0,475,294,,0,0,475,294
1139,,0,0,475,294,,0,0,475,294,,0,0,475,294
1140,,0,0,475,294,,0,0,475,294,,0,0,475,294
1141,,0,0,475,294,,0,0,475,294,,0,0,475,294
1142,,0,0,475,294,,0,0,475,294,,0,0,475,294
1143,,0,0,475,294,,0,0,475,294,,0,0,475,294
1144,,0,0,475,294,,0,0,475,294,,0,0,475,294
1145,,0,0,475,294,,0,0,475,294,,0,0,475,294
1146,,0,0,475,294,,0,0,475,294,,0,0,475,294
1147,,0,0,475,294,,0,0,475,294,,0,0,475,294
