Lap Nr,Roi1,x,y,w,h,Roi2,x,y,w,h,Roi3,x,y,w,h
477,,0,0,408,294,,0,0,408,294,,0,0,408,294
478,,0,0,408,294,,0,0,408,294,,0,0,408,294
479,,0,0,408,294,,0,0,408,294,,0,0,408,294
480,,0,0,408,294,,0,0,408,294,,0,0,408,294
481,,0,0,408,294,,0,0,408,294,,0,0,408,294
482,,0,0,408,294,,0,0,408,294,,0,0,408,294
483,,0,0,408,294,,0,0,408,294,,0,0,408,294
484,,0,0,408,294,,0,0,408,294,,0,0,408,294
485,,0,0,408,294,,0,0,408,294,,0,0,408,294
486,,0,0,408,294,,0,0,408,294,,0,0,408,294
487,,0,0,408,294,,0,0,408,294,,0,0,408,294
488,,0,0,408,294,,0,0,408,294,,0,0,408,294
489,,0,0,408,294,,0,0,408,294,,0,0,408,294
490,,0,0,408,294,,0,0,408,294,,0,0,408,294
491,,0,0,408,294,,0,0,408,294,,0,0,408,294
492,,0,0,408,294,,0,0,408,294,,0,0,408,294
493,,0,0,408,294,,0,0,408,294,,0,0,408,294
494,,0,0,408,294,,0,0,408,294,,0,0,408,294
495,,0,0,408,294,,0,0,408,294,,0,0,408,294
496,,0,0,408,294,,0,0,408,294,,0,0,408,294
497,,0,0,408,294,,0,0,408,294,,0,0,408,294
498,,0,0,408,294,,0,0,408,294,,0,0,408,294
499,,0,0,408,294,,0,0,408,294,,0,0,408,294
500,,0,0,408,294,,0,0,408,294,,0,0,408,294
501,,0,0,408,294,,0,0,408,294,,0,0,408,294
502,,0,0,408,294,,0,0,408,294,,0,0,408,294
503,,0,0,408,294,,0,0,408,294,,0,0,408,294
504,,0,0,408,294,,0,0,408,294,,0,0,408,294
505,,0,0,408,294,,0,0,408,294,,0,0,408,294
506,,0,0,408,294,,0,0,408,294,,0,0,408,294
507,,0,0,408,294,,0,0,408,294,,0,0,408,294
508,,0,0,408,294,,0,0,408,294,,0,0,408,294
509,,0,0,408,294,,0,0,408,294,,0,0,408,294
510,,0,0,408,294,,0,0,408,294,,0,0,408,294
511,,0,0,408,294,,0,0,408,294,,0,0,408,294
512,,0,0,408,294,,0,0,408,294,,0,0,408,294
513,,0,0,408,294,,0,0,408,294,,0,0,408,294
514,,0,0,408,294,,0,0,408,294,,0,0,408,294
515,,0,0,408,294,,0,0,408,294,,0,0,408,294
516,,0,0,408,294,,0,0,408,294,,0,0,408,294
517,,0,0,408,294,,0,0,408,294,,0,0,408,294
518,,0,0,408,294,,0,0,408,294,,0,0,408,294
519,,0,0,408,294,,0,0,408,294,,0,0,408,294
520,,0,0,408,294,,0,0,408,294,,0,0,408,294
521,,0,0,408,294,,0,0,408,294,,0,0,408,294
522,,0,0,408,294,,0,0,408,294,,0,0,408,294
523,,0,0,408,294,,0,0,408,294,,0,0,408,294
524,,0,0,408,294,,0,0,408,294,,0,0,408,294
525,,0,0,408,294,,0,0,408,294,,0,0,408,294
526,,0,0,408,294,,0,0,408,294,,0,0,408,294
527,,0,0,408,294,,0,0,415,294,,0,0,415,294
528,,0,0,415,294,,0,0,475,294,,0,0,475,294
529,,0,0,475,294,,0,0,475,294,,0,0,475,294
530,,0,0,475,294,,0,0,475,294,,0,0,475,294
531,,0,0,475,294,,0,0,475,294,,0,0,475,294
532,,0,0,475,294,,0,0,475,294,,0,0,475,294
533,,0,0,475,294,,0,0,475,294,,0,0,475,294
534,,0,0,475,294,,0,0,475,294,,0,0,475,294
535,,0,0,475,294,,0,0,475,294,,0,0,475,294
536,,0,0,475,294,,0,0,475,294,,0,0,475,294
537,,0,0,475,294,,0,0,475,294,,0,0,475,294
538,,0,0,475,294,,0,0,475,294,,0,0,475,294
539,,0,0,475,294,,0,0,475,294,,0,0,475,294
540,,0,0,475,294,,0,0,475,294,,0,0,475,294
541,,0,0,475,294,,0,0,475,294,,0,0,475,294
542,,0,0,475,294,,0,0,475,294,,0,0,475,294
543,,0,0,475,294,,0,0,475,294,,0,0,475,294
544,,0,0,475,294,,0,0,475,294,,0,0,475,294
545,,0,0,475,294,,0,0,475,294,,0,0,475,294
546,,0,0,475,294,,0,0,475,294,,0,0,475,294
547,,0,0,475,294,,0,0,475,294,,0,0,475,294
548,,0,0,475,294,,0,0,475,294,,0,0,475,294
549,,0,0,475,294,,0,0,475,294,,0,0,475,294
550,,0,0,475,294,,0,0,475,294,,0,0,475,294
551,,0,0,475,294,,0,0,475,294,,0,0,475,294
552,,0,0,475,294,,0,0,475,294,,0,0,475,294
553,,0,0,475,294,,0,0,475,294,,0,0,475,294
554,,0,0,475,294,,0,0,475,294,,0,0,475,294
555,,0,0,475,294,,0,0,475,294,,0,0,475,294
556,,0,0,475,294,,0,0,475,294,,0,0,475,294
557,,0,0,475,294,,0,0,475,294,,0,0,475,294
558,,0,0,475,294,,0,0,475,294,,0,0,475,294
559,,0,0,475,294,,0,0,475,294,,0,0,475,294
560,,0,0,475,294,,0,0,475,294,,0,0,475,294
561,,0,0,475,294,,0,0,475,294,,0,0,475,294
562,,0,0,475,294,,0,0,475,294,,0,0,475,294
563,,0,0,475,294,,0,0,475,294,,0,0,475,294
564,,0,0,475,294,,0,0,475,294,,0,0,475,294
565,,0,0,475,294,,0,0,475,294,,0,0,475,294
566,,0,0,475,294,,0,0,475,294,,0,0,475,294
567,,0,0,475,294,,0,0,475,294,,0,0,475,294
568,,0,0,475,294,,0,0,475,294,,0,0,475,294
569,,0,0,475,294,,0,0,475,294,,0,0,475,294
570,,0,0,475,294,,0,0,475,294,,0,0,475,294
571,,0,0,475,294,,0,0,475,294,,0,0,475,294
572,,0,0,475,294,,0,0,475,294,,0,0,475,294
573,,0,0,475,294,,0,0,475,294,,0,0,475,294
574,,0,0,475,294,,0,0,475,294,,0,0,475,294
575,,0,0,475,294,,0,0,475,294,,0,0,475,294
576,,0,0,475,294,,0,0,475,294,,0,0,475,294
577,,0,0,475,294,,0,0,475,294,,0,0,475,294
578,,0,0,475,294,,0,0,475,294,,0,0,475,294
579,,0,0,475,294,,0,0,475,294,,0,0,475,294
580,,0,0,475,294,,0,0,475,294,,0,0,475,294
581,,0,0,475,294,,0,0,475,294,,0,0,475,294
582,,0,0,475,294,,0,0,475,294,,0,0,475,294
583,,0,0,475,294,,0,0,475,294,,0,0,475,294
584,,0,0,475,294,,0,0,475,294,,0,0,475,294
585,,0,0,475,294,,0,0,475,294,,0,0,475,294
586,,0,0,475,294,,0,0,475,294,,0,0,475,294
587,,0,0,475,294,,0,0,475,294,,0,0,475,294
588,,0,0,475,294,,0,0,475,294,,0,0,475,294
589,,0,0,475,294,,0,0,475,294,,0,0,475,294
590,,0,0,475,294,,0,0,475,294,,0,0,475,294
591,,0,0,475,294,,0,0,475,294,,0,0,475,294
592,,0,0,475,294,,0,0,475,294,,0,0,475,294
593,,0,0,475,294,,0,0,475,294,,0,0,475,294
594,,0,0,475,294,,0,0,475,294,,0,0,475,294
595,,0,0,475,294,,0,0,475,294,,0,0,475,294
596,,0,0,475,294,,0,0,475,294,,0,0,475,294
597,,0,0,475,294,,0,0,475,294,,0,0,475,294
598,,0,0,475,294,,0,0,475,294,,0,0,475,294
599,,0,0,475,294,,0,0,475,294,,0,0,475,294
600,,0,0,475,294,,0,0,475,294,,0,0,475,294
601,,0,0,475,294,,0,0,475,294,,0,0,475,294
602,,0,0,475,294,,0,0,475,294,,0,0,475,294
603,,0,0,475,294,,0,0,475,294,,0,0,475,294
604,,0,0,475,294,,0,0,475,294,,0,0,475,294
605,,0,0,475,294,,0,0,475,294,,0,0,475,294
606,,0,0,475,294,,0,0,475,294,,0,0,475,294
607,,0,0,475,294,,0,0,475,294,,0,0,475,294
608,,0,0,475,294,,0,0,475,294,,0,0,475,294
609,,0,0,475,294,,0,0,475,294,,0,0,475,294
610,,0,0,475,294,,0,0,475,294,,0,0,475,294
611,,0,0,475,294,,0,0,475,294,,0,0,475,294
612,,0,0,475,294,,0,0,475,294,,0,0,475,294
613,,0,0,475,294,,0,0,475,294,,0,0,475,294
614,,0,0,475,294,,0,0,475,294,,0,0,475,294
615,,0,0,475,294,,0,0,475,294,,0,0,475,294
616,,0,0,475,294,,0,0,475,294,,0,0,475,294
617,,0,0,475,294,,0,0,475,294,,0,0,475,294
618,,0,0,475,294,,0,0,475,294,,0,0,475,294
619,,0,0,475,294,,0,0,475,294,,0,0,475,294
620,,0,0,475,294,,0,0,475,294,,0,0,475,294
621,,0,0,475,294,,0,0,475,294,,0,0,475,294
622,,0,0,475,294,,0,0,475,294,,0,0,475,294
623,,0,0,475,294,,0,0,475,294,,0,0,475,294
624,,0,0,475,294,,0,0,475,294,,0,0,475,294
625,,0,0,475,294,,0,0,475,294,,0,0,475,294
626,,0,0,475,294,,0,0,475,294,,0,0,475,294
627,,0,0,475,294,,0,0,475,294,,0,0,475,294
628,,0,0,475,294,,0,0,475,294,,0,0,475,294
629,,0,0,475,294,,0,0,475,294,,0,0,475,294
630,,0,0,475,294,,0,0,475,294,,0,0,475,294
631,,0,0,475,294,,0,0,475,294,,0,0,475,294
632,,0,0,475,294,,0,0,475,294,,0,0,475,294
633,,0,0,475,294,,0,0,475,294,,0,0,475,294
634,,0,0,475,294,,0,0,475,294,,0,0,475,294
635,,0,0,475,294,,0,0,475,294,,0,0,475,294
636,,0,0,475,294,,0,0,475,294,,0,0,475,294
637,,0,0,475,294,,0,0,475,294,,0,0,475,294
638,,0,0,475,294,,0,0,475,294,,0,0,475,294
639,,0,0,475,294,,0,0,475,294,,0,0,475,294
640,,0,0,475,294,,0,0,475,294,,0,0,475,294
641,,0,0,475,294,,0,0,475,294,,0,0,475,294
642,,0,0,475,294,,0,0,475,294,,0,0,475,294
643,,0,0,475,294,,0,0,475,294,,0,0,475,294
644,,0,0,475,294,,0,0,475,294,,0,0,475,294
645,,0,0,475,294,,0,0,475,294,,0,0,475,294
646,,0,0,475,294,,0,0,475,294,,0,0,475,294
647,,0,0,475,294,,0,0,475,294,,0,0,475,294
648,,0,0,475,294,,0,0,475,294,,0,0,475,294
649,,0,0,475,294,,0,0,475,294,,0,0,475,294
650,,0,0,475,294,,0,0,475,294,,0,0,475,294
651,,0,0,475,294,,0,0,475,294,,0,0,475,294
652,,0,0,475,294,,0,0,475,294,,0,0,475,294
653,,0,0,475,294,,0,0,475,294,,0,0,475,294
654,,0,0,475,294,,0,0,475,294,,0,0,475,294
655,,0,0,475,294,,0,0,475,294,,0,0,475,294
656,,0,0,475,294,,0,0,475,294,,0,0,475,294
657,,0,0,475,294,,0,0,475,294,,0,0,475,294
658,,0,0,475,294,,0,0,475,294,,0,0,475,294
659,,0,0,475,294,,0,0,475,294,,0,0,475,294
660,,0,0,475,294,,0,0,475,294,,0,0,475,294
661,,0,0,475,294,,0,0,475,294,,0,0,475,294
662,,0,0,475,294,,0,0,475,294,,0,0,475,294
663,,0,0,475,294,,0,0,475,294,,0,0,475,294
664,,0,0,475,294,,0,0,475,294,,0,0,475,294
665,,0,0,475,294,,0,0,475,294,,0,0,475,294
666,,0,0,475,294,,0,0,475,294,,0,0,475,294
667,,0,0,475,294,,0,0,475,294,,0,0,475,294
668,,0,0,475,294,,0,0,475,294,,0,0,475,294
669,,0,0,475,294,,0,0,475,294,,0,0,475,294
670,,0,0,475,294,,0,0,475,294,,0,0,475,294
671,,0,0,475,294,,0,0,475,294,,0,0,475,294
672,,0,0,475,294,,0,0,475,294,,0,0,475,294
673,,0,0,475,294,,0,0,475,294,,0,0,475,294
674,,0,0,475,294,,0,0,475,294,,0,0,475,294
675,,0,0,475,294,,0,0,475,294,,0,0,475,294
676,,0,0,475,294,,0,0,475,294,,0,0,475,294
677,,0,0,475,294,,0,0,475,294,,0,0,475,294
678,,0,0,475,294,,0,0,475,294,,0,0,475,294
679,,0,0,475,294,,0,0,475,294,,0,0,475,294
680,,0,0,475,294,,0,0,475,294,,0,0,475,294
681,,0,0,475,294,,0,0,475,294,,0,0,475,294
682,,0,0,475,294,,0,0,475,294,,0,0,475,294
683,,0,0,475,294,,0,0,475,294,,0,0,475,294
684,,0,0,475,294,,0,0,475,294,,0,0,475,294
685,,0,0,475,294,,0,0,475,294,,0,0,475,294
686,,0,0,475,294,,0,0,475,294,,0,0,475,294
687,,0,0,475,294,,0,0,475,294,,0,0,475,294
688,,0,0,475,294,,0,0,475,294,,0,0,475,294
689,,0,0,475,294,,0,0,475,294,,0,0,475,294
690,,0,0,475,294,,0,0,475,294,,0,0,475,294
691,,0,0,475,294,,0,0,475,294,,0,0,475,294
692,,0,0,475,294,,0,0,475,294,,0,0,475,294
693,,0,0,475,294,,0,0,475,294,,0,0,475,294
694,,0,0,475,294,,0,0,475,294,,0,0,475,294
695,,0,0,475,294,,0,0,475,294,,0,0,475,294
696,,0,0,475,294,,0,0,475,294,,0,0,475,294
697,,0,0,475,294,,0,0,475,294,,0,0,475,294
698,,0,0,475,294,,0,0,475,294,,0,0,475,294
699,,0,0,475,294,,0,0,475,294,,0,0,475,294
700,,0,0,475,294,,0,0,475,294,,0,0,475,294
701,,0,0,475,294,,0,0,475,294,,0,0,475,294
702,,0,0,475,294,,0,0,475,294,,0,0,475,294
703,,0,0,475,294,,0,0,475,294,,0,0,475,294
704,,0,0,475,294,,0,0,475,294,,0,0,475,294
705,,0,0,475,294,,0,0,475,294,,0,0,475,294
706,,0,0,475,294,,0,0,475,294,,0,0,475,294
707,,0,0,475,294,,0,0,475,294,,0,0,475,294
708,,0,0,475,294,,0,0,475,294,,0,0,475,294
709,,0,0,475,294,,0,0,475,294,,0,0,475,294
710,,0,0,475,294,,0,0,475,294,,0,0,475,294
711,,0,0,475,294,,0,0,475,294,,0,0,475,294
712,,0,0,475,294,,0,0,475,294,,0,0,475,294
713,,0,0,475,294,,0,0,475,294,,0,0,475,294
714,,0,0,475,294,,0,0,475,294,,0,0,475,294
715,,0,0,475,294,,0,0,475,294,,0,0,475,294
716,,0,0,475,294,,0,0,475,294,,0,0,475,294
717,,0,0,475,294,,0,0,475,294,,0,0,475,294
718,,0,0,475,294,,0,0,475,294,,0,0,475,294
719,,0,0,475,294,,0,0,475,294,,0,0,475,294
720,,0,0,475,294,,0,0,475,294,,0,0,475,294
721,,0,0,475,294,,0,0,475,294,,0,0,475,294
722,,0,0,475,294,,0,0,475,294,,0,0,475,294
723,,0,0,475,294,,0,0,475,294,,0,0,475,294
724,,0,0,475,294,,0,0,475,294,,0,0,475,294
725,,0,0,475,294,,0,0,475,294,,0,0,475,294
726,,0,0,475,294,,0,0,475,294,,0,0,475,294
727,,0,0,475,294,,0,0,475,294,,0,0,475,294
728,,0,0,475,294,,0,0,475,294,,0,0,475,294
729,,0,0,475,294,,0,0,475,294,,0,0,475,294
730,,0,0,475,294,,0,0,475,294,,0,0,475,294
731,,0,0,475,294,,0,0,475,294,,0,0,475,294
732,,0,0,475,294,,0,0,475,294,,0,0,475,294
733,,0,0,475,294,,0,0,475,294,,0,0,475,294
734,,0,0,475,294,,0,0,475,294,,0,0,475,294
735,,0,0,475,294,,0,0,475,294,,0,0,475,294
736,,0,0,475,294,,0,0,475,294,,0,0,475,294
737,,0,0,475,294,,0,0,475,294,,0,0,475,294
738,,0,0,475,294,,0,0,475,294,,0,0,475,294
739,,0,0,475,294,,0,0,475,294,,0,0,475,294
740,,0,0,475,294,,0,0,475,294,,0,0,475,294
741,,0,0,475,294,,0,0,475,294,,0,0,475,294
742,,0,0,475,294,,0,0,475,294,,0,0,475,294
743,,0,0,475,294,,0,0,475,294,,0,0,475,294
744,,0,0,475,294,,0,0,475,294,,0,0,475,294
745,,0,0,475,294,,0,0,475,294,,0,0,475,294
746,,0,0,475,294,,0,0,475,294,,0,0,475,294
747,,0,0,475,294,,0,0,475,294,,0,0,475,294
748,,0,0,475,294,,0,0,475,294,,0,0,475,294
749,,0,0,475,294,,0,0,475,294,,0,0,475,294
750,,0,0,475,294,,0,0,475,294,,0,0,475,294
751,,0,0,475,294,,0,0,475,294,,0,0,475,294
752,,0,0,475,294,,0,0,475,294,,0,0,475,294
753,,0,0,475,294,,0,0,475,294,,0,0,475,294
754,,0,0,475,294,,0,0,475,294,,0,0,475,294
755,,0,0,475,294,,0,0,475,294,,0,0,475,294
756,,0,0,475,294,,0,0,475,294,,0,0,475,294
757,,0,0,475,294,,0,0,475,294,,0,0,475,294
758,,0,0,475,294,,0,0,475,294,,0,0,475,294
759,,0,0,475,294,,0,0,475,294,,0,0,475,294
760,,0,0,475,294,,0,0,475,294,,0,0,475,294
761,,0,0,475,294,,0,0,475,294,,0,0,475,294
762,,0,0,475,294,,0,0,475,294,,0,0,475,294
763,,0,0,475,294,,0,0,475,294,,0,0,475,294
764,,0,0,475,294,,0,0,475,294,,0,0,475,294
765,,0,0,475,294,,0,0,475,294,,0,0,475,294
766,,0,0,475,294,,0,0,475,294,,0,0,475,294
767,,0,0,475,294,,0,0,475,294,,0,0,475,294
768,,0,0,475,294,,0,0,475,294,,0,0,475,294
769,,0,0,475,294,,0,0,475,294,,0,0,475,294
770,,0,0,475,294,,0,0,475,294,,0,0,475,294
771,,0,0,475,294,,0,0,475,294,,0,0,475,294
772,,0,0,475,294,,0,0,475,294,,0,0,475,294
773,,0,0,475,294,,0,0,475,294,,0,0,475,294
774,,0,0,475,294,,0,0,475,294,,0,0,475,294
775,,0,0,475,294,,0,0,475,294,,0,0,475,294
776,,0,0,475,294,,0,0,475,294,,0,0,475,294
777,,0,0,475,294,,0,0,475,294,,0,0,475,294
778,,0,0,475,294,,0,0,475,294,,0,0,475,294
779,,0,0,475,294,,0,0,475,294,,0,0,475,294
780,,0,0,475,294,,0,0,475,294,,0,0,475,294
781,,0,0,475,294,,0,0,475,294,,0,0,475,294
782,,0,0,475,294,,0,0,475,294,,0,0,475,294
783,,0,0,475,294,,0,0,475,294,,0,0,475,294
784,,0,0,475,294,,0,0,475,294,,0,0,475,294
785,,0,0,475,294,,0,0,475,294,,0,0,475,294
786,,0,0,475,294,,0,0,475,294,,0,0,475,294
787,,0,0,475,294,,0,0,475,294,,0,0,475,294
788,,0,0,475,294,,0,0,475,294,,0,0,475,294
789,,0,0,475,294,,0,0,475,294,,0,0,475,294
790,,0,0,475,294,,0,0,475,294,,0,0,475,294
791,,0,0,475,294,,0,0,475,294,,0,0,475,294
792,,0,0,475,294,,0,0,475,294,,0,0,475,294
793,,0,0,475,294,,0,0,475,294,,0,0,475,294
794,,0,0,475,294,,0,0,475,294,,0,0,475,294
795,,0,0,475,294,,0,0,475,294,,0,0,475,294
796,,0,0,475,294,,0,0,475,294,,0,0,475,294
797,,0,0,475,294,,0,0,475,294,,0,0,475,294
798,,0,0,475,294,,0,0,475,294,,0,0,475,294
799,,0,0,475,294,,0,0,475,294,,0,0,475,294
800,,0,0,475,294,,0,0,475,294,,0,0,475,294
801,,0,0,475,294,,0,0,475,294,,0,0,475,294
802,,0,0,475,294,,0,0,475,294,,0,0,475,294
803,,0,0,475,294,,0,0,475,294,,0,0,475,294
804,,0,0,475,294,,0,0,475,294,,0,0,475,294
805,,0,0,475,294,,0,0,475,294,,0,0,475,294
806,,0,0,475,294,,0,0,475,294,,0,0,475,294
807,,0,0,475,294,,0,0,475,294,,0,0,475,294
808,,0,0,475,294,,0,0,475,294,,0,0,475,294
809,,0,0,475,294,,0,0,475,294,,0,0,475,294
810,,0,0,475,294,,0,0,475,294,,0,0,475,294
811,,0,0,475,294,,0,0,475,294,,0,0,475,294
812,,0,0,475,294,,0,0,475,294,,0,0,475,294
813,,0,0,475,294,,0,0,475,294,,0,0,475,294
814,,0,0,475,294,,0,0,475,294,,0,0,475,294
815,,0,0,475,294,,0,0,475,294,,0,0,475,294
816,,0,0,475,294,,0,0,475,294,,0,0,475,294
817,,0,0,475,294,,0,0,475,294,,0,0,475,294
818,,0,0,475,294,,0,0,475,294,,0,0,475,294
819,,0,0,475,294,,0,0,475,294,,0,0,475,294
820,,0,0,475,294,,0,0,475,294,,0,0,475,294
821,,0,0,475,294,,0,0,475,294,,0,0,475,294
822,,0,0,475,294,,0,0,475,294,,0,0,475,294
823,,0,0,475,294,,0,0,475,294,,0,0,475,294
824,,0,0,475,294,,0,0,475,294,,0,0,475,294
825,,0,0,475,294,,0,0,475,294,,0,0,475,294
826,,0,0,475,294,,0,0,475,294,,0,0,475,294
827,,0,0,475,294,,0,0,475,294,,0,0,475,294
828,,0,0,475,294,,0,0,475,294,,0,0,475,294
829,,0,0,475,294,,0,0,475,294,,0,0,475,294
830,,0,0,475,294,,0,0,475,294,,0,0,475,294
831,,0,0,475,294,,0,0,475,294,,0,0,475,294
832,,0,0,475,294,,0,0,475,294,,0,0,475,294
833,,0,0,475,294,,0,0,475,294,,0,0,475,294
834,,0,0,475,294,,0,0,475,294,,0,0,475,294
835,,0,0,475,294,,0,0,475,294,,0,0,475,294
836,,0,0,475,294,,0,0,475,294,,0,0,475,294
837,,0,0,475,294,,0,0,475,294,,0,0,475,294
838,,0,0,475,294,,0,0,475,294,,0,0,475,294
839,,0,0,475,294,,0,0,475,294,,0,0,475,294
840,,0,0,475,294,,0,0,475,294,,0,0,475,294
841,,0,0,475,294,,0,0,475,294,,0,0,475,294
842,,0,0,475,294,,0,0,475,294,,0,0,475,294
843,,0,0,475,294,,0,0,475,294,,0,0,475,294
844,,0,0,475,294,,0,0,475,294,,0,0,475,294
845,,0,0,475,294,,0,0,475,294,,0,0,475,294
846,,0,0,475,294,,0,0,475,294,,0,0,475,294
847,,0,0,475,294,,0,0,475,294,,0,0,475,294
848,,0,0,475,294,,0,0,475,294,,0,0,475,294
849,,0,0,475,294,,0,0,475,294,,0,0,475,294
850,,0,0,475,294,,0,0,475,294,,0,0,475,294
851,,0,0,475,294,,0,0,475,294,,0,0,475,294
852,,0,0,475,294,,0,0,475,294,,0,0,475,294
853,,0,0,475,294,,0,0,475,294,,0,0,475,294
854,,0,0,475,294,,0,0,475,294,,0,0,475,294
855,,0,0,475,294,,0,0,475,294,,0,0,475,294
856,,0,0,475,294,,0,0,475,294,,0,0,475,294
857,,0,0,475,294,,0,0,475,294,,0,0,475,294
858,,0,0,475,294,,0,0,475,294,,0,0,475,294
859,,0,0,475,294,,0,0,475,294,,0,0,475,294
860,,0,0,475,294,,0,0,475,294,,0,0,475,294
861,,0,0,475,294,,0,0,475,294,,0,0,475,294
862,,0,0,475,294,,0,0,475,294,,0,0,475,294
863,,0,0,475,294,,0,0,475,294,,0,0,475,294
864,,0,0,475,294,,0,0,475,294,,0,0,475,294
865,,0,0,475,294,,0,0,475,294,,0,0,475,294
866,,0,0,475,294,,0,0,475,294,,0,0,475,294
867,,0,0,475,294,,0,0,475,294,,0,0,475,294
868,,0,0,475,294,,0,0,475,294,,0,0,475,294
869,,0,0,475,294,,0,0,475,294,,0,0,475,294
870,,0,0,475,294,,0,0,475,294,,0,0,475,294
871,,0,0,475,294,,0,0,475,294,,0,0,475,294
872,,0,0,475,294,,0,0,475,294,,0,0,475,294
873,,0,0,475,294,,0,0,475,294,,0,0,475,294
874,,0,0,475,294,,0,0,475,294,,0,0,475,294
875,,0,0,475,294,,0,0,475,294,,0,0,475,294
876,,0,0,475,294,,0,0,475,294,,0,0,475,294
877,,0,0,475,294,,0,0,475,294,,0,0,475,294
878,,0,0,475,294,,0,0,475,294,,0,0,475,294
879,,0,0,475,294,,0,0,475,294,,0,0,475,294
880,,0,0,475,294,,0,0,475,294,,0,0,475,294
881,,0,0,475,294,,0,0,475,294,,0,0,475,294
882,,0,0,475,294,,0,0,475,294,,0,0,475,294
883,,0,0,475,294,,0,0,475,294,,0,0,475,294
884,,0,0,475,294,,0,0,475,294,,0,0,475,294
885,,0,0,475,294,,0,0,475,294,,0,0,475,294
886,,0,0,475,294,,0,0,475,294,,0,0,475,294
887,,0,0,475,294,,0,0,475,294,,0,0,475,294
888,,0,0,475,294,,0,0,475,294,,0,0,475,294
889,,0,0,475,294,,0,0,475,294,,0,0,475,294
890,,0,0,475,294,,0,0,475,294,,0,0,475,294
891,,0,0,475,294,,0,0,475,294,,0,0,475,294
892,,0,0,475,294,,0,0,475,294,,0,0,475,294
893,,0,0,475,294,,0,0,475,294,,0,0,475,294
894,,0,0,475,294,,0,0,475,294,,0,0,475,294
895,,0,0,475,294,,0,0,475,294,,0,0,475,294
896,,0,0,475,294,,0,0,475,294,,0,0,475,294
897,,0,0,475,294,,0,0,475,294,,0,0,475,294
898,,0,0,475,294,,0,0,475,294,,0,0,475,294
899,,0,0,475,294,,0,0,475,294,,0,0,475,294
900,,0,0,475,294,,0,0,475,294,,0,0,475,294
901,,0,0,475,294,,0,0,475,294,,0,0,475,294
902,,0,0,475,294,,0,0,475,294,,0,0,475,294
903,,0,0,475,294,,0,0,475,294,,0,0,475,294
904,,0,0,475,294,,0,0,475,294,,0,0,475,294
905,,0,0,475,294,,0,0,475,294,,0,0,475,294
906,,0,0,475,294,,0,0,475,294,,0,0,475,294
907,,0,0,475,294,,0,0,475,294,,0,0,475,294
908,,0,0,475,294,,0,0,475,294,,0,0,475,294
909,,0,0,475,294,,0,0,475,294,,0,0,475,294
910,,0,0,475,294,,0,0,475,294,,0,0,475,294
911,,0,0,475,294,,0,0,475,294,,0,0,475,294
912,,0,0,475,294,,0,0,475,294,,0,0,475,294
913,,0,0,475,294,,0,0,475,294,,0,0,475,294
914,,0,0,475,294,,0,0,475,294,,0,0,475,294
915,,0,0,475,294,,0,0,475,294,,0,0,475,294
916,,0,0,475,294,,0,0,475,294,,0,0,475,294
917,,0,0,475,294,,0,0,475,294,,0,0,475,294
918,,0,0,475,294,,0,0,475,294,,0,0,475,294
919,,0,0,475,294,,0,0,475,294,,0,0,475,294
920,,0,0,475,294,,0,0,475,294,,0,0,475,294
921,,0,0,475,294,,0,0,475,294,,0,0,475,294
922,,0,0,475,294,,0,0,475,294,,0,0,475,294
923,,0,0,475,294,,0,0,475,294,,0,0,475,294
924,,0,0,475,294,,0,0,475,294,,0,0,475,294
925,,0,0,475,294,,0,0,475,294,,0,0,475,294
926,,0,0,475,294,,0,0,475,294,,0,0,475,294
927,,0,0,475,294,,0,0,475,294,,0,0,475,294
928,,0,0,475,294,,0,0,475,294,,0,0,475,294
929,,0,0,475,294,,0,0,475,294,,0,0,475,294
930,,0,0,475,294,,0,0,475,294,,0,0,475,294
931,,0,0,475,294,,0,0,475,294,,0,0,475,294
932,,0,0,475,294,,0,0,475,294,,0,0,475,294
933,,0,0,475,294,,0,0,475,294,,0,0,475,294
934,,0,0,475,294,,0,0,475,294,,0,0,475,294
935,,0,0,475,294,,0,0,475,294,,0,0,475,294
936,,0,0,475,294,,0,0,475,294,,0,0,475,294
937,,0,0,475,294,,0,0,475,294,,0,0,475,294
938,,0,0,475,294,,0,0,475,294,,0,0,475,294
939,,0,0,475,294,,0,0,475,294,,0,0,475,294
940,,0,0,475,294,,0,0,475,294,,0,0,475,294
941,,0,0,475,294,,0,0,475,294,,0,0,475,294
942,,0,0,475,294,,0,0,475,294,,0,0,475,294
943,,0,0,475,294,,0,0,475,294,,0,0,475,294
944,,0,0,475,294,,0,0,475,294,,0,0,475,294
945,,0,0,475,294,,0,0,475,294,,0,0,475,294
946,,0,0,475,294,,0,0,475,294,,0,0,475,294
947,,0,0,475,294,,0,0,475,294,,0,0,475,294
948,,0,0,475,294,,0,0,475,294,,0,0,475,294
949,,0,0,475,294,,0,0,475,294,,0,0,475,294
950,,0,0,475,294,,0,0,475,294,,0,0,475,294
951,,0,0,475,294,,0,0,475,294,,0,0,475,294
952,,0,0,475,294,,0,0,475,294,,0,0,475,294
953,,0,0,475,294,,0,0,475,294,,0,0,475,294
954,,0,0,475,294,,0,0,475,294,,0,0,475,294
955,,0,0,475,294,,0,0,475,294,,0,0,475,294
956,,0,0,475,294,,0,0,475,294,,0,0,475,294
957,,0,0,475,294,,0,0,475,294,,0,0,475,294
