 ,Object1,X1,Y1,W1,H1
,,48,30,187,227
,,48,30,187,227
,,49,29,186,228
,,48,29,187,228
,,48,29,187,228
,,0,0,309,280
,,0,0,309,280
,,0,0,309,280
,,0,0,309,280
,,0,0,197,280
,,0,0,309,280
,,0,0,222,280
,,0,0,199,280
,,0,0,309,280
,,0,0,208,280
,,0,0,309,280
,,0,0,309,280
,,0,0,193,280
,,0,0,309,280
,,0,0,197,280
,,0,0,309,280
,,0,0,309,280
,,0,0,309,280
,,0,0,309,280
,,0,0,309,280
,,0,0,208,280
,,0,0,309,280
,,0,0,309,280
,,0,0,309,280
,,0,0,248,280
