Lap Nr,Roi1,Roi1_x,Roi1_y,Roi1_w,Roi1_h
1741,,0,16,418,24
1742,,0,16,418,24
1743,,0,16,418,24
1744,,0,16,418,24
1745,,0,16,418,24
1746,,0,16,418,24
1747,,0,16,418,24
1748,,0,17,418,23
1749,,0,17,418,23
1750,,0,17,418,23
1751,,0,17,418,23
1752,,0,17,418,23
1753,,0,17,418,23
1754,,0,16,418,24
1755,,0,16,418,24
1756,,0,17,418,23
1757,,0,17,418,23
1758,,0,17,418,23
1759,,0,16,418,24
1760,,0,16,418,24
1761,,0,17,418,23
1762,,0,13,418,27
1763,,0,17,418,23
1764,,0,17,418,23
1765,,0,0,418,40
1766,,0,0,418,40
1767,,0,0,418,40
1768,,0,0,418,40
1769,,168,0,250,38
1770,,0,0,418,43
1771,,0,0,418,51
1772,,38,0,350,55
1773,,39,0,348,57
1774,,179,0,205,59
1775,,181,17,202,44
1776,,181,20,100,43
1777,,181,22,100,43
1778,,181,24,101,43
1779,,181,26,101,43
1780,,181,27,100,42
1781,,284,25,134,44
1782,,285,26,133,43
1783,,285,26,133,43
1784,,285,26,133,43
1785,,285,26,133,43
1786,,285,26,133,43
1787,,284,25,134,44
1788,,283,27,100,42
1789,,180,25,101,44
1790,,180,24,101,43
1791,,179,22,102,43
1792,,179,19,102,44
1793,,179,17,102,44
1794,,178,0,205,59
1795,,37,0,349,55
1796,,37,0,381,52
1797,,37,0,381,49
1798,,37,0,381,45
1799,,0,0,418,41
1800,,0,0,418,40
1801,,0,0,418,40
1802,,0,0,418,40
1803,,0,0,418,40
1804,,0,17,418,23
1805,,0,17,418,23
1806,,0,17,418,23
1807,,0,17,418,23
1808,,0,16,418,25
1809,,0,17,418,23
1810,,0,17,418,23
1811,,0,17,418,23
1812,,0,17,418,23
1813,,0,17,418,23
1814,,0,17,418,24
1815,,0,17,418,23
1816,,0,17,418,24
1817,,0,17,418,23
1818,,0,17,418,23
1819,,0,17,418,23
1820,,0,17,418,23
1821,,0,17,418,23
1822,,0,17,418,23
1823,,0,17,418,23
1824,,0,17,418,23
1825,,0,17,418,23
1826,,0,17,418,23
1827,,0,17,418,23
1828,,0,17,418,23
1829,,0,17,418,23
1830,,0,17,418,23
1831,,0,17,418,23
1832,,0,17,418,23
1833,,0,17,418,23
1834,,0,17,418,23
1835,,0,17,418,23
1836,,0,16,418,24
1837,,0,16,418,24
1838,,0,16,418,25
1839,,0,16,418,25
1840,,0,16,418,24
1841,,0,17,418,24
1842,,0,17,418,24
1843,,0,17,418,24
1844,,0,17,418,23
1845,,0,16,418,24
1846,,0,17,418,23
1847,,0,17,418,24
1848,,0,16,418,24
1849,,0,17,418,23
1850,,0,17,418,23
1851,,0,17,418,23
1852,,0,16,418,24
1853,,0,16,418,24
1854,,0,16,418,24
1855,,0,16,418,24
1856,,0,16,418,24
1857,,0,16,418,24
1858,,0,16,418,24
1859,,0,16,418,24
1860,,0,17,418,23
1861,,0,16,418,24
1862,,0,17,418,23
1863,,0,17,418,23
1864,,0,17,418,23
1865,,0,17,418,23
1866,,0,0,418,40
1867,,0,0,418,40
1868,,0,0,418,40
1869,,168,0,250,39
1870,,0,0,418,43
1871,,37,0,381,47
1872,,37,0,381,51
1873,,37,0,381,55
1874,,39,0,379,57
1875,,179,17,102,44
1876,,181,20,100,43
1877,,77,25,102,42
1878,,283,23,100,43
1879,,181,26,100,43
1880,,283,25,135,44
1881,,284,25,134,44
1882,,284,26,134,43
1883,,285,26,133,43
1884,,285,26,133,43
1885,,285,26,133,43
1886,,285,26,133,43
1887,,283,27,100,42
1888,,283,25,135,44
1889,,283,25,135,42
1890,,179,24,102,43
1891,,179,22,102,43
1892,,179,20,102,43
1893,,179,11,102,50
1894,,174,0,209,59
1895,,74,0,311,57
1896,,37,0,350,55
1897,,37,0,381,52
1898,,37,0,381,49
1899,,37,0,381,40
1900,,0,0,418,40
1901,,0,0,418,40
1902,,0,0,418,40
1903,,0,0,418,40
1904,,0,17,418,23
1905,,0,17,418,23
1906,,0,17,418,24
1907,,0,17,418,24
1908,,0,17,418,23
1909,,0,17,418,23
1910,,0,17,418,23
1911,,0,17,418,23
1912,,0,17,418,23
1913,,0,17,418,23
1914,,0,17,418,24
1915,,0,17,418,24
1916,,0,17,418,24
1917,,0,17,418,24
1918,,0,17,418,24
1919,,0,17,418,23
1920,,0,17,418,23
1921,,0,17,418,23
1922,,0,17,418,23
1923,,0,17,418,23
1924,,0,17,418,23
1925,,0,17,418,23
1926,,0,17,418,23
1927,,0,17,418,23
1928,,0,17,418,23
1929,,0,17,418,23
1930,,0,17,418,23
1931,,0,17,418,23
1932,,0,17,418,23
1933,,0,17,418,23
1934,,0,17,418,23
1935,,0,17,418,23
1936,,0,17,418,23
1937,,0,17,418,23
1938,,0,17,418,23
1939,,0,17,418,23
1940,,0,17,418,23
1941,,0,17,418,23
1942,,0,17,418,23
1943,,0,17,418,23
1944,,0,17,418,23
1945,,0,17,418,23
1946,,0,17,418,23
1947,,0,17,418,23
1948,,0,17,418,23
1949,,0,17,418,23
1950,,0,17,418,23
1951,,0,17,418,23
1952,,0,17,418,23
1953,,0,17,418,23
1954,,0,17,418,23
1955,,0,17,418,23
1956,,0,16,418,24
1957,,0,16,418,24
1958,,0,16,418,24
1959,,0,16,418,24
1960,,0,16,418,24
1961,,0,17,418,23
1962,,0,17,418,23
1963,,0,15,418,26
1964,,0,17,418,23
1965,,0,17,418,23
1966,,0,0,418,40
1967,,0,0,418,40
1968,,0,0,418,40
1969,,167,0,251,38
1970,,0,0,418,43
1971,,0,0,418,47
1972,,37,0,381,51
1973,,38,0,349,55
1974,,75,0,310,57
1975,,179,0,205,59
1976,,180,17,101,44
1977,,180,19,101,44
1978,,77,25,102,42
1979,,181,26,100,43
1980,,284,25,134,44
1981,,284,26,134,43
1982,,284,26,134,43
1983,,285,26,133,43
1984,,285,26,133,43
1985,,284,26,134,43
1986,,285,29,98,40
1987,,284,26,134,43
1988,,284,25,134,44
1989,,283,27,100,42
1990,,181,25,100,44
1991,,179,22,102,43
1992,,180,19,101,44
1993,,179,16,102,45
1994,,172,0,211,59
1995,,37,0,348,57
1996,,37,0,350,55
1997,,37,0,381,51
1998,,37,0,381,48
1999,,0,0,418,44
2000,,37,0,381,40
2001,,0,0,418,40
2002,,0,0,418,40
2003,,0,0,418,40
2004,,0,17,418,23
2005,,0,17,418,23
2006,,0,17,418,23
2007,,0,17,418,23
2008,,0,16,418,24
2009,,0,17,418,23
2010,,0,16,418,24
2011,,0,16,418,25
2012,,0,17,418,23
2013,,0,17,418,23
2014,,0,16,418,25
2015,,0,17,418,23
2016,,0,17,418,24
2017,,0,16,418,25
2018,,0,17,418,24
2019,,0,17,418,24
2020,,0,17,418,24
2021,,0,17,418,24
2022,,0,17,418,24
2023,,0,17,418,24
2024,,0,17,418,24
2025,,0,17,418,24
2026,,0,17,418,24
2027,,0,17,418,24
2028,,0,16,418,25
2029,,0,16,418,25
2030,,0,16,418,25
2031,,0,16,418,25
2032,,0,17,418,23
2033,,0,17,418,23
2034,,0,17,418,23
2035,,0,17,418,24
2036,,0,17,418,24
2037,,0,17,418,24
2038,,0,17,418,24
2039,,0,17,418,23
2040,,0,16,418,24
2041,,0,16,418,24
2042,,0,16,418,24
2043,,0,16,418,25
2044,,0,16,418,25
2045,,0,16,418,24
2046,,0,17,418,23
2047,,0,17,418,23
2048,,0,17,418,23
2049,,0,17,418,23
2050,,0,17,418,23
2051,,0,17,418,24
2052,,0,16,418,24
2053,,0,16,418,24
2054,,0,16,418,24
2055,,0,13,418,27
2056,,0,13,418,27
2057,,0,15,418,25
2058,,0,16,418,24
2059,,0,16,418,24
2060,,0,17,418,23
2061,,0,17,418,23
2062,,0,17,418,23
2063,,0,15,418,26
2064,,0,17,418,23
2065,,0,17,418,23
2066,,0,0,418,40
2067,,0,0,418,40
2068,,0,0,418,40
2069,,0,0,418,40
2070,,0,0,418,44
2071,,37,0,381,48
2072,,37,0,381,51
2073,,38,0,350,55
2074,,178,0,207,57
2075,,179,7,205,52
2076,,180,17,102,44
2077,,181,20,100,44
2078,,181,22,100,44
2079,,181,25,100,42
2080,,181,26,100,43
2081,,284,27,99,42
2082,,284,28,99,41
2083,,285,26,133,43
2084,,285,26,133,43
2085,,285,26,133,43
2086,,285,26,133,43
2087,,285,26,133,43
2088,,283,25,135,44
2089,,284,26,99,43
2090,,181,25,100,44
2091,,283,23,135,43
2092,,180,22,101,43
2093,,180,19,101,44
2094,,179,11,204,50
2095,,177,0,208,59
2096,,37,0,351,55
2097,,37,0,381,51
2098,,37,0,381,47
2099,,0,0,418,44
2100,,163,0,255,39
2101,,0,0,418,40
2102,,0,0,418,40
2103,,0,0,418,40
2104,,0,0,418,40
2105,,0,17,418,23
2106,,0,17,418,23
2107,,0,17,418,23
2108,,0,16,418,24
2109,,0,17,418,24
2110,,0,17,418,23
2111,,0,17,418,23
2112,,0,16,418,24
2113,,0,16,418,24
2114,,0,16,418,24
2115,,0,16,418,25
2116,,0,17,418,23
2117,,0,17,418,23
2118,,0,17,418,23
2119,,0,17,418,23
2120,,0,17,418,23
2121,,0,17,418,23
2122,,0,17,418,23
2123,,0,17,418,23
2124,,0,16,418,25
2125,,0,16,418,25
2126,,0,17,418,23
2127,,0,16,418,24
2128,,0,16,418,24
2129,,0,17,418,23
2130,,0,17,418,23
2131,,0,17,418,23
2132,,0,17,418,23
2133,,0,17,418,23
2134,,0,17,418,23
2135,,0,17,418,23
2136,,0,16,418,24
2137,,0,16,418,24
2138,,0,16,418,24
2139,,0,16,418,25
2140,,0,16,418,25
2141,,0,16,418,24
2142,,0,16,418,24
2143,,0,17,418,23
2144,,0,17,418,24
2145,,0,15,418,25
2146,,0,16,418,24
2147,,0,17,418,24
2148,,0,16,418,24
2149,,0,16,418,24
2150,,0,16,418,24
2151,,0,16,418,24
2152,,0,16,418,24
2153,,0,16,418,24
2154,,0,16,418,24
2155,,0,16,418,24
2156,,0,16,418,24
2157,,0,17,418,23
2158,,0,15,418,25
2159,,0,16,418,24
2160,,0,16,418,24
2161,,0,16,418,24
2162,,0,16,418,24
2163,,0,16,418,24
2164,,0,16,418,24
2165,,0,17,418,23
2166,,0,0,418,40
2167,,0,0,418,40
2168,,0,0,418,40
2169,,0,0,418,40
2170,,37,0,381,40
2171,,0,0,418,44
2172,,37,0,381,48
2173,,37,0,381,52
2174,,38,0,349,55
2175,,178,0,207,57
2176,,179,17,102,44
2177,,181,20,100,44
2178,,181,23,100,43
2179,,284,23,99,44
2180,,181,26,100,43
2181,,284,25,134,44
2182,,284,25,134,44
2183,,284,26,134,43
2184,,285,26,133,43
2185,,285,26,133,43
2186,,285,26,133,43
2187,,284,26,134,43
2188,,284,25,134,44
2189,,180,27,101,42
2190,,181,25,100,44
2191,,283,23,135,42
2192,,179,21,102,44
2193,,179,19,102,44
2194,,179,15,102,46
2195,,177,0,207,59
2196,,37,0,348,57
2197,,37,0,350,55
2198,,37,0,381,51
2199,,0,0,418,43
2200,,165,0,222,39
2201,,0,0,418,40
2202,,0,0,418,40
2203,,0,0,418,40
2204,,0,0,418,40
2205,,0,17,418,23
2206,,0,17,418,23
2207,,0,16,418,53
2208,,0,17,418,23
2209,,0,17,418,23
2210,,0,17,418,23
2211,,0,17,418,23
2212,,0,17,418,23
2213,,0,17,418,23
2214,,0,17,418,23
2215,,0,17,418,23
2216,,0,17,418,23
2217,,0,17,418,23
2218,,0,17,418,23
2219,,0,17,418,23
2220,,0,17,418,23
2221,,0,17,418,23
2222,,0,17,418,23
2223,,0,17,418,23
2224,,0,17,418,23
2225,,0,17,418,23
2226,,0,17,418,24
2227,,0,17,418,24
2228,,0,17,418,24
2229,,0,17,418,23
2230,,0,17,418,23
2231,,0,16,418,24
2232,,0,17,418,23
2233,,0,17,418,23
2234,,0,17,418,23
2235,,0,17,418,23
2236,,0,17,418,23
2237,,0,17,418,23
2238,,0,17,418,23
2239,,0,17,418,23
2240,,0,17,418,23
2241,,0,17,418,23
2242,,0,17,418,23
2243,,0,17,418,23
2244,,0,17,418,23
2245,,0,17,418,23
2246,,0,16,418,24
2247,,0,16,418,24
2248,,0,16,418,24
2249,,0,16,418,24
2250,,0,16,418,24
2251,,0,16,418,24
2252,,0,16,418,24
2253,,0,16,418,24
2254,,0,16,418,24
2255,,0,16,418,24
2256,,0,16,418,24
2257,,0,16,418,24
2258,,0,16,418,24
2259,,0,16,418,24
2260,,0,16,418,24
2261,,0,16,418,24
2262,,0,16,418,24
2263,,0,16,418,24
2264,,0,16,418,24
2265,,0,17,418,23
2266,,0,17,418,23
2267,,0,0,418,40
2268,,0,0,418,40
2269,,0,0,418,40
2270,,37,0,381,40
2271,,37,0,352,45
2272,,37,0,381,49
2273,,38,0,380,53
2274,,38,0,349,55
2275,,177,0,208,57
2276,,179,9,204,50
2277,,179,17,102,45
2278,,181,20,100,44
2279,,181,23,101,44
2280,,284,25,134,43
2281,,284,25,134,44
2282,,284,27,98,42
2283,,284,26,134,43
2284,,285,26,133,43
2285,,284,26,134,43
2286,,284,26,134,43
2287,,284,26,134,43
2288,,284,26,134,43
2289,,283,27,100,42
2290,,180,27,101,42
2291,,181,26,100,43
2292,,179,21,102,44
2293,,179,19,102,44
2294,,179,15,204,46
2295,,179,0,204,58
2296,,37,0,381,57
2297,,37,0,381,55
2298,,37,0,381,51
2299,,0,0,418,47
2300,,0,0,389,43
2301,,169,0,249,38
2302,,0,0,418,40
2303,,0,0,418,40
2304,,0,17,418,23
2305,,0,17,418,23
2306,,0,17,418,23
2307,,0,4,418,65
2308,,0,17,418,23
2309,,0,17,418,23
2310,,0,17,418,23
2311,,0,17,418,23
2312,,0,17,418,24
2313,,0,17,418,24
2314,,0,17,418,24
2315,,0,17,418,24
2316,,0,17,418,23
2317,,0,14,418,55
2318,,0,12,418,57
2319,,0,17,418,23
2320,,0,17,418,23
2321,,0,17,418,23
2322,,0,17,418,23
2323,,0,17,418,23
2324,,0,17,418,23
2325,,0,17,418,23
2326,,0,17,418,23
2327,,0,17,418,23
2328,,0,16,418,25
2329,,0,16,418,25
2330,,0,16,418,25
2331,,0,16,418,25
2332,,0,16,418,25
2333,,0,16,418,25
2334,,0,17,418,24
2335,,0,16,418,25
2336,,0,16,418,25
2337,,0,17,418,24
2338,,0,16,418,25
2339,,0,17,418,24
2340,,0,17,418,23
2341,,0,17,418,23
2342,,0,17,418,23
2343,,0,17,418,23
2344,,0,17,418,24
2345,,0,16,418,25
2346,,0,17,418,23
2347,,0,17,418,23
2348,,0,17,418,23
2349,,0,17,418,24
2350,,0,17,418,23
2351,,0,17,418,23
2352,,0,16,418,25
2353,,0,16,418,25
2354,,0,16,418,25
2355,,0,16,418,24
2356,,0,16,418,24
2357,,0,16,418,24
2358,,0,16,418,24
2359,,0,16,418,24
2360,,0,16,418,24
2361,,0,16,418,24
2362,,0,16,418,24
2363,,0,17,418,23
2364,,0,15,418,25
2365,,0,17,418,23
2366,,0,17,418,23
2367,,0,0,418,40
2368,,0,0,418,40
2369,,0,0,418,40
2370,,0,0,418,40
2371,,0,0,418,41
2372,,0,0,418,45
2373,,37,0,381,53
2374,,38,0,349,55
2375,,175,0,210,57
2376,,179,7,205,52
2377,,180,17,101,45
2378,,181,21,101,43
2379,,181,23,101,43
2380,,181,25,100,43
2381,,181,27,101,42
2382,,284,27,99,42
2383,,181,30,101,39
2384,,285,26,133,43
2385,,285,26,133,43
2386,,285,26,133,43
2387,,284,26,134,43
2388,,181,29,100,40
2389,,283,27,100,42
2390,,283,26,100,43
2391,,180,25,101,44
2392,,179,23,102,44
2393,,179,21,102,44
2394,,179,19,102,44
2395,,179,9,204,51
2396,,179,0,205,58
2397,,37,0,381,54
2398,,37,0,381,51
2399,,37,0,381,47
2400,,37,0,381,43
2401,,169,0,219,37
2402,,0,0,418,40
2403,,0,0,418,40
2404,,0,0,418,40
2405,,0,18,418,22
2406,,0,17,418,23
2407,,0,17,418,23
2408,,0,17,418,24
2409,,0,17,418,24
2410,,0,17,418,24
2411,,0,17,418,23
2412,,0,16,418,25
2413,,0,16,418,25
2414,,0,16,418,25
2415,,0,16,418,25
2416,,0,16,418,25
2417,,0,17,418,23
2418,,0,17,418,23
2419,,0,16,418,25
2420,,0,16,418,25
2421,,0,17,418,23
2422,,0,17,418,24
2423,,0,17,418,24
2424,,0,17,418,24
2425,,0,16,418,25
2426,,0,17,418,24
2427,,0,17,418,24
2428,,0,17,418,24
2429,,0,17,418,24
2430,,0,17,418,24
2431,,0,17,418,24
2432,,0,17,418,24
2433,,0,17,418,24
2434,,0,17,418,23
2435,,0,17,418,23
2436,,0,17,418,23
2437,,0,17,418,23
2438,,0,17,418,23
2439,,0,17,418,23
2440,,0,17,418,24
2441,,0,16,418,25
2442,,0,17,418,23
2443,,0,17,418,23
2444,,0,17,418,24
2445,,0,17,418,24
2446,,0,16,418,25
2447,,0,17,418,24
2448,,0,17,418,23
2449,,0,17,418,23
2450,,0,17,418,23
2451,,0,17,418,23
2452,,0,17,418,23
2453,,0,17,418,23
2454,,0,17,418,23
2455,,0,17,418,23
2456,,0,17,418,23
2457,,0,17,418,23
2458,,0,17,418,23
2459,,0,16,418,24
2460,,0,16,418,24
2461,,0,16,418,24
2462,,0,16,418,24
2463,,0,17,418,23
2464,,0,16,418,24
2465,,0,16,418,24
2466,,0,17,418,23
2467,,0,0,418,40
2468,,0,0,418,40
2469,,0,0,418,40
2470,,0,0,418,40
2471,,0,0,418,41
2472,,0,0,418,45
2473,,37,0,381,49
2474,,37,0,352,53
2475,,75,0,312,56
2476,,179,0,206,57
2477,,180,17,101,45
2478,,180,21,101,44
2479,,181,23,100,44
2480,,181,25,100,43
2481,,284,25,134,43
2482,,284,27,100,42
2483,,284,26,134,43
2484,,285,26,133,43
2485,,285,26,133,43
2486,,285,26,133,43
2487,,285,26,133,43
2488,,285,26,133,43
2489,,284,25,134,44
2490,,283,26,100,43
2491,,180,25,101,44
2492,,180,23,101,44
2493,,180,21,101,44
2494,,179,19,102,44
2495,,179,10,204,50
2496,,177,0,207,58
2497,,37,0,350,57
2498,,37,0,381,54
2499,,37,0,381,51
2500,,37,0,381,47
2501,,169,0,249,37
2502,,0,0,418,40
2503,,0,0,418,40
2504,,0,0,418,40
2505,,0,17,418,23
2506,,0,17,418,23
2507,,0,17,418,23
2508,,0,0,418,69
2509,,0,17,418,23
2510,,0,17,418,23
2511,,0,16,418,24
2512,,0,16,418,24
2513,,0,17,418,23
2514,,0,17,418,23
2515,,0,16,418,24
2516,,0,17,418,24
2517,,0,17,418,24
2518,,0,17,418,24
2519,,0,17,418,24
2520,,0,17,418,24
2521,,0,17,418,23
2522,,0,17,418,23
2523,,0,17,418,23
2524,,0,17,418,23
2525,,0,17,418,23
2526,,0,17,418,24
2527,,0,17,418,24
2528,,0,17,418,24
2529,,0,17,418,24
2530,,0,17,418,23
2531,,0,17,418,23
2532,,0,17,418,23
2533,,0,17,418,23
2534,,0,17,418,23
2535,,0,17,418,23
2536,,0,17,418,23
2537,,0,17,418,23
2538,,0,17,418,23
2539,,0,16,418,24
2540,,0,16,418,25
2541,,0,16,418,25
2542,,0,16,418,25
2543,,0,16,418,25
2544,,0,17,418,24
2545,,0,17,418,23
2546,,0,17,418,23
2547,,0,17,418,23
2548,,0,17,418,24
2549,,0,16,418,25
2550,,0,16,418,25
2551,,0,16,418,25
2552,,0,16,418,25
2553,,0,16,418,24
2554,,0,16,418,24
2555,,0,16,418,24
2556,,0,16,418,24
2557,,0,0,418,69
2558,,0,16,418,25
2559,,0,16,418,24
2560,,0,16,418,25
2561,,0,15,418,54
2562,,0,15,418,26
2563,,0,17,418,24
2564,,0,17,418,24
2565,,0,17,418,23
2566,,0,17,418,23
2567,,0,17,418,23
2568,,0,0,418,40
2569,,0,0,418,40
2570,,0,0,418,40
2571,,169,0,249,38
2572,,0,0,418,43
2573,,0,0,418,47
2574,,37,0,381,51
2575,,38,0,349,57
2576,,179,0,206,59
2577,,180,16,101,45
2578,,181,19,100,44
2579,,180,22,101,43
2580,,181,24,100,43
2581,,283,25,135,42
2582,,284,27,101,42
2583,,284,25,134,44
2584,,284,26,134,43
2585,,285,26,133,43
2586,,285,26,133,43
2587,,285,26,133,43
2588,,284,26,134,43
2589,,283,25,135,44
2590,,283,25,135,44
2591,,283,25,135,42
2592,,77,27,101,42
2593,,77,25,101,42
2594,,180,19,101,44
2595,,179,17,102,44
2596,,178,0,206,59
2597,,75,0,310,58
2598,,37,0,349,55
2599,,37,0,381,49
2600,,0,0,418,45
2601,,0,0,418,41
2602,,0,0,418,40
2603,,0,0,418,40
2604,,0,0,418,40
2605,,0,0,418,40
2606,,0,17,418,23
2607,,0,17,418,23
2608,,0,17,418,24
2609,,0,17,418,24
2610,,0,17,418,24
2611,,0,16,418,25
2612,,0,16,418,25
2613,,0,17,418,24
2614,,0,17,418,24
2615,,0,16,418,24
2616,,0,16,418,25
2617,,0,16,418,24
2618,,0,16,418,25
2619,,0,16,418,25
2620,,0,17,418,24
2621,,0,16,418,25
2622,,0,16,418,25
2623,,0,16,418,25
2624,,0,16,418,25
2625,,0,16,418,25
2626,,0,16,418,25
2627,,0,17,418,24
2628,,0,17,418,24
2629,,0,17,418,24
2630,,0,17,418,24
2631,,0,17,418,24
2632,,0,16,418,25
2633,,0,16,418,25
2634,,0,17,418,24
2635,,0,16,418,25
2636,,0,17,418,24
2637,,0,17,418,23
2638,,0,17,418,23
2639,,0,17,418,24
2640,,0,17,418,24
2641,,0,17,418,24
2642,,0,17,418,23
2643,,0,16,418,24
2644,,0,16,418,24
2645,,0,16,418,24
2646,,0,16,418,24
2647,,0,16,418,24
2648,,0,16,418,24
2649,,0,16,418,24
2650,,0,17,418,23
2651,,0,17,418,23
2652,,0,17,418,23
2653,,0,17,418,23
2654,,0,16,418,24
2655,,0,16,418,24
2656,,0,16,418,24
2657,,0,16,418,24
2658,,0,16,418,24
2659,,0,16,418,24
2660,,0,16,418,24
2661,,0,16,418,24
2662,,0,16,418,24
2663,,0,16,418,24
2664,,0,16,418,24
2665,,0,12,418,57
2666,,0,17,418,23
2667,,0,17,418,23
2668,,0,0,418,40
2669,,0,0,418,40
2670,,0,0,418,40
2671,,169,0,249,38
2672,,0,0,418,43
2673,,37,0,381,47
2674,,37,0,381,51
2675,,38,0,349,55
2676,,38,0,349,57
2677,,177,0,208,59
2678,,180,15,101,46
2679,,181,22,100,43
2680,,181,24,100,43
2681,,284,25,134,42
2682,,284,25,134,44
2683,,284,27,99,42
2684,,284,26,134,43
2685,,284,26,134,43
2686,,284,26,134,43
2687,,285,26,133,43
2688,,284,26,134,43
2689,,284,26,134,43
2690,,284,26,134,43
2691,,283,25,135,43
2692,,77,27,102,42
2693,,283,21,99,43
2694,,283,19,99,43
2695,,179,17,102,44
2696,,175,0,209,59
2697,,74,0,310,57
2698,,37,0,349,55
2699,,37,0,381,53
2700,,37,0,381,49
2701,,0,0,418,45
2702,,37,0,381,41
2703,,0,0,418,40
2704,,0,0,418,40
2705,,0,0,418,40
2706,,0,17,418,23
2707,,0,17,418,23
2708,,0,17,418,24
2709,,0,17,418,23
2710,,0,17,418,23
2711,,0,17,418,24
2712,,0,17,418,24
2713,,0,17,418,24
2714,,0,17,418,24
2715,,0,15,418,26
2716,,0,14,418,55
2717,,0,17,418,23
2718,,0,17,418,23
2719,,0,17,418,23
2720,,0,17,418,23
2721,,0,17,418,23
2722,,0,17,418,23
2723,,0,17,418,23
2724,,0,17,418,23
2725,,0,17,418,23
2726,,0,16,418,25
2727,,0,16,418,25
2728,,0,16,418,25
2729,,0,16,418,25
2730,,0,16,418,25
2731,,0,17,418,23
2732,,0,17,418,23
2733,,0,17,418,24
2734,,0,17,418,24
2735,,0,17,418,24
2736,,0,17,418,24
2737,,0,17,418,24
2738,,0,16,418,24
2739,,0,16,418,24
2740,,0,17,418,23
2741,,0,16,418,24
2742,,0,16,418,24
2743,,0,16,418,24
2744,,0,16,418,24
2745,,0,16,418,24
2746,,0,17,418,23
2747,,0,16,418,24
2748,,0,16,418,24
2749,,0,16,418,24
2750,,0,16,418,24
2751,,0,16,418,24
2752,,0,16,418,24
2753,,0,16,418,24
2754,,0,16,418,24
2755,,0,17,418,23
2756,,0,17,418,23
2757,,0,16,418,24
2758,,0,17,418,23
2759,,0,17,418,23
2760,,0,17,418,23
2761,,0,17,418,23
2762,,0,17,418,23
2763,,0,17,418,23
2764,,0,17,418,23
2765,,0,16,418,53
2766,,0,17,418,23
2767,,0,17,418,23
2768,,0,17,418,23
2769,,0,0,418,40
2770,,0,0,418,40
2771,,168,0,250,37
2772,,0,0,389,43
2773,,0,0,418,47
2774,,37,0,381,51
2775,,38,0,380,55
2776,,38,0,380,57
2777,,179,0,205,59
2778,,180,17,101,44
2779,,180,19,101,44
2780,,181,22,100,43
2781,,181,24,100,43
2782,,284,25,134,44
2783,,283,27,101,42
2784,,285,26,133,43
2785,,285,26,133,43
2786,,285,26,133,43
2787,,284,26,134,43
2788,,285,26,133,43
2789,,285,26,133,43
2790,,284,26,134,43
2791,,181,27,100,42
2792,,180,25,101,44
2793,,283,23,99,43
2794,,180,22,101,43
2795,,179,17,102,44
2796,,175,0,209,59
2797,,37,0,350,58
2798,,37,0,350,55
2799,,37,0,381,52
2800,,37,0,350,49
2801,,0,0,418,45
2802,,37,0,381,41
2803,,0,0,418,40
2804,,0,0,418,40
2805,,0,0,418,40
2806,,0,17,418,23
2807,,0,17,418,23
2808,,0,16,418,25
2809,,0,17,418,24
2810,,0,16,418,25
2811,,0,16,418,25
2812,,0,17,418,23
2813,,0,17,418,24
2814,,0,17,418,24
2815,,0,17,418,24
2816,,0,16,418,25
2817,,0,17,418,23
2818,,0,17,418,23
2819,,0,17,418,23
2820,,0,17,418,23
2821,,0,17,418,23
2822,,0,16,418,25
2823,,0,16,418,25
2824,,0,16,418,25
2825,,0,16,418,25
2826,,0,16,418,24
2827,,0,17,418,24
2828,,0,17,418,24
2829,,0,17,418,24
2830,,0,17,418,24
2831,,0,17,418,24
2832,,0,17,418,24
2833,,0,17,418,24
2834,,0,17,418,23
2835,,0,17,418,23
2836,,0,17,418,24
2837,,0,17,418,24
2838,,0,16,418,24
2839,,0,16,418,24
2840,,0,16,418,24
2841,,0,16,418,24
2842,,0,17,418,23
2843,,0,16,418,24
2844,,0,16,418,24
2845,,0,16,418,24
2846,,0,17,418,24
2847,,0,16,418,25
2848,,0,17,418,24
2849,,0,17,418,23
2850,,0,17,418,23
2851,,0,17,418,23
2852,,0,17,418,23
2853,,0,17,418,23
2854,,0,17,418,23
2855,,0,17,418,23
2856,,0,17,418,23
2857,,0,17,418,23
2858,,0,17,418,23
2859,,0,16,418,24
2860,,0,17,418,23
2861,,0,17,418,23
2862,,0,17,418,23
2863,,0,17,418,23
2864,,0,17,418,23
2865,,0,16,418,25
2866,,0,17,418,23
2867,,0,17,418,23
2868,,0,0,418,40
2869,,0,0,418,40
2870,,0,0,418,40
2871,,0,0,418,40
2872,,167,0,251,38
2873,,0,0,418,43
2874,,37,0,381,47
2875,,38,0,380,55
2876,,177,0,207,56
2877,,179,0,206,59
2878,,179,15,103,46
2879,,180,19,101,44
2880,,77,25,102,42
2881,,77,27,102,42
2882,,181,25,100,44
2883,,181,27,100,42
2884,,284,26,134,43
2885,,284,26,134,43
2886,,285,26,133,43
2887,,285,26,133,43
2888,,285,26,133,43
2889,,285,26,133,43
2890,,284,25,134,44
2891,,181,27,100,42
2892,,181,25,100,44
2893,,180,24,101,43
2894,,76,25,102,42
2895,,76,23,102,42
2896,,179,16,102,45
2897,,178,0,205,59
2898,,37,0,349,58
2899,,37,0,381,52
2900,,37,0,381,49
2901,,0,0,388,45
2902,,37,0,352,41
2903,,0,0,418,40
